"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:0000338"	"protein deneddylation"	10	1	0.47	"0.38446"
"GO:2000644"	"regulation of receptor catabolic process"	10	1	0.47	"0.38446"
"GO:0001911"	"negative regulation of leukocyte mediate..."	10	1	0.47	"0.38446"
"GO:0000491"	"small nucleolar ribonucleoprotein comple..."	10	1	0.47	"0.38446"
"GO:1901739"	"regulation of myoblast fusion"	10	1	0.47	"0.38446"
"GO:0005513"	"detection of calcium ion"	10	1	0.47	"0.38446"
"GO:0140131"	"positive regulation of lymphocyte chemot..."	10	1	0.47	"0.38446"
"GO:0015809"	"arginine transport"	10	1	0.47	"0.38446"
"GO:0009113"	"purine nucleobase biosynthetic process"	10	1	0.47	"0.38446"
"GO:0060159"	"regulation of dopamine receptor signalin..."	10	1	0.47	"0.38446"
"GO:0009133"	"nucleoside diphosphate biosynthetic proc..."	10	1	0.47	"0.38446"
"GO:0021936"	"regulation of cerebellar granule cell pr..."	10	1	0.47	"0.38446"
"GO:1902513"	"regulation of organelle transport along ..."	10	1	0.47	"0.38446"
"GO:0098935"	"dendritic transport"	10	1	0.47	"0.38446"
"GO:0010454"	"negative regulation of cell fate commitm..."	10	1	0.47	"0.38446"
"GO:0003093"	"regulation of glomerular filtration"	10	1	0.47	"0.38446"
"GO:0060263"	"regulation of respiratory burst"	10	1	0.47	"0.38446"
"GO:0060221"	"retinal rod cell differentiation"	10	1	0.47	"0.38446"
"GO:1901526"	"positive regulation of mitophagy"	10	1	0.47	"0.38446"
"GO:0016073"	"snRNA metabolic process"	32	2	1.52	"0.38448"
"GO:0009142"	"nucleoside triphosphate biosynthetic pro..."	54	3	2.56	"0.38450"
"GO:0000460"	"maturation of 5.8S rRNA"	35	2	1.66	"0.38455"
"GO:0006970"	"response to osmotic stress"	76	5	3.6	"0.38460"
"GO:0060993"	"kidney morphogenesis"	82	4	3.88	"0.38466"
"GO:0016574"	"histone ubiquitination"	47	2	2.23	"0.38483"
"GO:0010827"	"regulation of glucose transmembrane tran..."	57	2	2.7	"0.38507"
"GO:0051180"	"vitamin transport"	28	2	1.33	"0.38516"
"GO:0032148"	"activation of protein kinase B activity"	28	2	1.33	"0.38516"
"GO:0051281"	"positive regulation of release of seques..."	28	2	1.33	"0.38516"
"GO:1901020"	"negative regulation of calcium ion trans..."	28	2	1.33	"0.38516"
"GO:2000463"	"positive regulation of excitatory postsy..."	28	2	1.33	"0.38516"
"GO:0038128"	"ERBB2 signaling pathway"	28	2	1.33	"0.38516"
"GO:0017144"	"drug metabolic process"	28	2	1.33	"0.38516"
"GO:0071634"	"regulation of transforming growth factor..."	28	2	1.33	"0.38516"
"GO:0046856"	"phosphatidylinositol dephosphorylation"	28	2	1.33	"0.38516"
"GO:0003091"	"renal water homeostasis"	28	2	1.33	"0.38516"
"GO:0045616"	"regulation of keratinocyte differentiati..."	28	2	1.33	"0.38516"
"GO:1901264"	"carbohydrate derivative transport"	75	4	3.55	"0.38595"
"GO:0043410"	"positive regulation of MAPK cascade"	413	32	19.56	"0.38652"
"GO:0060395"	"SMAD protein signal transduction"	67	4	3.17	"0.39233"
"GO:0008543"	"fibroblast growth factor receptor signal..."	95	5	4.5	"0.39271"
"GO:0070125"	"mitochondrial translational elongation"	87	5	4.12	"0.39508"
"GO:0050804"	"modulation of chemical synaptic transmis..."	415	25	19.65	"0.39760"
"GO:0002064"	"epithelial cell development"	178	14	8.43	"0.39817"
"GO:0090090"	"negative regulation of canonical Wnt sig..."	168	9	7.95	"0.40089"
"GO:0030224"	"monocyte differentiation"	29	2	1.37	"0.40213"
"GO:0051085"	"chaperone cofactor-dependent protein ref..."	29	2	1.37	"0.40213"
"GO:0010719"	"negative regulation of epithelial to mes..."	29	2	1.37	"0.40213"
"GO:0001569"	"branching involved in blood vessel morph..."	29	2	1.37	"0.40213"
"GO:0001975"	"response to amphetamine"	29	2	1.37	"0.40213"
"GO:0032006"	"regulation of TOR signaling"	84	4	3.98	"0.40261"
"GO:0045088"	"regulation of innate immune response"	219	10	10.37	"0.40293"
"GO:1990830"	"cellular response to leukemia inhibitory..."	88	5	4.17	"0.40457"
"GO:0070126"	"mitochondrial translational termination"	88	5	4.17	"0.40457"
"GO:0016311"	"dephosphorylation"	409	24	19.37	"0.40735"
"GO:0032874"	"positive regulation of stress-activated ..."	137	15	6.49	"0.40943"
"GO:0010558"	"negative regulation of macromolecule bio..."	1288	67	60.99	"0.41047"
"GO:0031329"	"regulation of cellular catabolic process"	779	42	36.89	"0.41109"
"GO:0046907"	"intracellular transport"	1574	117	74.53	"0.41118"
"GO:0017038"	"protein import"	182	13	8.62	"0.41159"
"GO:0000302"	"response to reactive oxygen species"	188	13	8.9	"0.41174"
"GO:0010468"	"regulation of gene expression"	3934	212	186.28	"0.41194"
"GO:0042073"	"intraciliary transport"	49	6	2.32	"0.41197"
"GO:0051053"	"negative regulation of DNA metabolic pro..."	95	8	4.5	"0.41206"
"GO:0015909"	"long-chain fatty acid transport"	54	6	2.56	"0.41209"
"GO:0006734"	"NADH metabolic process"	37	4	1.75	"0.41271"
"GO:0002456"	"T cell mediated immunity"	62	5	2.94	"0.41281"
"GO:0021697"	"cerebellar cortex formation"	23	3	1.09	"0.41289"
"GO:0048016"	"inositol phosphate-mediated signaling"	47	4	2.23	"0.41296"
"GO:0060042"	"retina morphogenesis in camera-type eye"	52	4	2.46	"0.41308"
"GO:0044282"	"small molecule catabolic process"	372	19	17.61	"0.41315"
"GO:0006809"	"nitric oxide biosynthetic process"	55	4	2.6	"0.41315"
"GO:0043303"	"mast cell degranulation"	34	3	1.61	"0.41316"
"GO:1901605"	"alpha-amino acid metabolic process"	161	9	7.62	"0.41316"
"GO:0140029"	"exocytic process"	78	5	3.69	"0.41320"
"GO:0042461"	"photoreceptor cell development"	37	3	1.75	"0.41323"
"GO:0032434"	"regulation of proteasomal ubiquitin-depe..."	123	7	5.82	"0.41327"
"GO:2000106"	"regulation of leukocyte apoptotic proces..."	60	4	2.84	"0.41328"
"GO:0019934"	"cGMP-mediated signaling"	21	2	0.99	"0.41336"
"GO:0060411"	"cardiac septum morphogenesis"	65	4	3.08	"0.41340"
"GO:0043304"	"regulation of mast cell degranulation"	23	2	1.09	"0.41341"
"GO:0018126"	"protein hydroxylation"	25	2	1.18	"0.41345"
"GO:0006213"	"pyrimidine nucleoside metabolic process"	26	2	1.23	"0.41348"
"GO:0032206"	"positive regulation of telomere maintena..."	48	3	2.27	"0.41350"
"GO:0055082"	"cellular chemical homeostasis"	619	30	29.31	"0.41352"
"GO:1901343"	"negative regulation of vasculature devel..."	93	5	4.4	"0.41357"
"GO:0035641"	"locomotory exploration behavior"	11	1	0.52	"0.41363"
"GO:0070203"	"regulation of establishment of protein l..."	11	1	0.52	"0.41363"
"GO:1901678"	"iron coordination entity transport"	11	1	0.52	"0.41363"
"GO:0030252"	"growth hormone secretion"	11	1	0.52	"0.41363"
"GO:2001256"	"regulation of store-operated calcium ent..."	11	1	0.52	"0.41363"
"GO:0046950"	"cellular ketone body metabolic process"	11	1	0.52	"0.41363"
"GO:0034393"	"positive regulation of smooth muscle cel..."	11	1	0.52	"0.41363"
"GO:0060841"	"venous blood vessel development"	11	1	0.52	"0.41363"
"GO:1903909"	"regulation of receptor clustering"	11	1	0.52	"0.41363"
"GO:0019852"	"L-ascorbic acid metabolic process"	11	1	0.52	"0.41363"
"GO:0003356"	"regulation of cilium beat frequency"	11	1	0.52	"0.41363"
"GO:0060579"	"ventral spinal cord interneuron fate com..."	11	1	0.52	"0.41363"
"GO:0030852"	"regulation of granulocyte differentiatio..."	11	1	0.52	"0.41363"
"GO:1902931"	"negative regulation of alcohol biosynthe..."	11	1	0.52	"0.41363"
"GO:0038063"	"collagen-activated tyrosine kinase recep..."	11	1	0.52	"0.41363"
"GO:0034435"	"cholesterol esterification"	11	1	0.52	"0.41363"
"GO:0099638"	"endosome to plasma membrane protein tran..."	11	1	0.52	"0.41363"
"GO:0002328"	"pro-B cell differentiation"	11	1	0.52	"0.41363"
"GO:0042362"	"fat-soluble vitamin biosynthetic process"	11	1	0.52	"0.41363"
"GO:0061314"	"Notch signaling involved in heart develo..."	11	1	0.52	"0.41363"
"GO:0042340"	"keratan sulfate catabolic process"	11	1	0.52	"0.41363"
"GO:0032328"	"alanine transport"	11	1	0.52	"0.41363"
"GO:0042492"	"gamma-delta T cell differentiation"	11	1	0.52	"0.41363"
"GO:0061469"	"regulation of type B pancreatic cell pro..."	11	1	0.52	"0.41363"
"GO:0051481"	"negative regulation of cytosolic calcium..."	11	1	0.52	"0.41363"
"GO:0032488"	"Cdc42 protein signal transduction"	11	1	0.52	"0.41363"
"GO:0031340"	"positive regulation of vesicle fusion"	11	1	0.52	"0.41363"
"GO:0016078"	"tRNA catabolic process"	11	1	0.52	"0.41363"
"GO:1902018"	"negative regulation of cilium assembly"	11	1	0.52	"0.41363"
"GO:0071285"	"cellular response to lithium ion"	11	1	0.52	"0.41363"
"GO:1901096"	"regulation of autophagosome maturation"	11	1	0.52	"0.41363"
"GO:1904350"	"regulation of protein catabolic process ..."	11	1	0.52	"0.41363"
"GO:0031126"	"snoRNA 3'-end processing"	11	1	0.52	"0.41363"
"GO:1904322"	"cellular response to forskolin"	11	1	0.52	"0.41363"
"GO:1990822"	"basic amino acid transmembrane transport"	11	1	0.52	"0.41363"
"GO:0036376"	"sodium ion export across plasma membrane"	11	1	0.52	"0.41363"
"GO:0150065"	"regulation of deacetylase activity"	11	1	0.52	"0.41363"
"GO:0032816"	"positive regulation of natural killer ce..."	11	1	0.52	"0.41363"
"GO:0071801"	"regulation of podosome assembly"	11	1	0.52	"0.41363"
"GO:0086103"	"G protein-coupled receptor signaling pat..."	11	1	0.52	"0.41363"
"GO:1903441"	"protein localization to ciliary membrane"	11	1	0.52	"0.41363"
"GO:0018206"	"peptidyl-methionine modification"	11	1	0.52	"0.41363"
"GO:0048711"	"positive regulation of astrocyte differe..."	11	1	0.52	"0.41363"
"GO:0048712"	"negative regulation of astrocyte differe..."	11	1	0.52	"0.41363"
"GO:0032530"	"regulation of microvillus organization"	11	1	0.52	"0.41363"
"GO:0002689"	"negative regulation of leukocyte chemota..."	11	1	0.52	"0.41363"
"GO:1903140"	"regulation of establishment of endotheli..."	11	1	0.52	"0.41363"
"GO:0019042"	"viral latency"	11	1	0.52	"0.41363"
"GO:0000012"	"single strand break repair"	11	1	0.52	"0.41363"
"GO:0098581"	"detection of external biotic stimulus"	11	1	0.52	"0.41363"
"GO:0034982"	"mitochondrial protein processing"	11	1	0.52	"0.41363"
"GO:1903799"	"negative regulation of production of miR..."	11	1	0.52	"0.41363"
"GO:0030007"	"cellular potassium ion homeostasis"	11	1	0.52	"0.41363"
"GO:1901163"	"regulation of trophoblast cell migration"	11	1	0.52	"0.41363"
"GO:0060394"	"negative regulation of pathway-restricte..."	11	1	0.52	"0.41363"
"GO:0070365"	"hepatocyte differentiation"	11	1	0.52	"0.41363"
"GO:0060368"	"regulation of Fc receptor mediated stimu..."	11	1	0.52	"0.41363"
"GO:1903818"	"positive regulation of voltage-gated pot..."	11	1	0.52	"0.41363"
"GO:0007614"	"short-term memory"	11	1	0.52	"0.41363"
"GO:1903587"	"regulation of blood vessel endothelial c..."	11	1	0.52	"0.41363"
"GO:0060452"	"positive regulation of cardiac muscle co..."	11	1	0.52	"0.41363"
"GO:0006620"	"posttranslational protein targeting to e..."	11	1	0.52	"0.41363"
"GO:0031953"	"negative regulation of protein autophosp..."	11	1	0.52	"0.41363"
"GO:0099149"	"regulation of postsynaptic neurotransmit..."	11	1	0.52	"0.41363"
"GO:0045579"	"positive regulation of B cell differenti..."	11	1	0.52	"0.41363"
"GO:0044090"	"positive regulation of vacuole organizat..."	11	1	0.52	"0.41363"
"GO:1902514"	"regulation of calcium ion transmembrane ..."	11	1	0.52	"0.41363"
"GO:0070213"	"protein auto-ADP-ribosylation"	11	1	0.52	"0.41363"
"GO:0050778"	"positive regulation of immune response"	435	21	20.6	"0.41367"
"GO:0046456"	"icosanoid biosynthetic process"	34	2	1.61	"0.41367"
"GO:0001736"	"establishment of planar polarity"	119	6	5.63	"0.41369"
"GO:0010761"	"fibroblast migration"	42	2	1.99	"0.41387"
"GO:0016482"	"cytosolic transport"	152	7	7.2	"0.41398"
"GO:0015918"	"sterol transport"	80	3	3.79	"0.41429"
"GO:0070085"	"glycosylation"	231	5	10.94	"0.41699"
"GO:0030032"	"lamellipodium assembly"	59	4	2.79	"0.41836"
"GO:0006284"	"base-excision repair"	40	3	1.89	"0.41844"
"GO:0042398"	"cellular modified amino acid biosyntheti..."	44	3	2.08	"0.41860"
"GO:0043536"	"positive regulation of blood vessel endo..."	48	3	2.27	"0.41875"
"GO:0006396"	"RNA processing"	881	61	41.72	"0.41878"
"GO:0010165"	"response to X-ray"	30	2	1.42	"0.41887"
"GO:1903955"	"positive regulation of protein targeting..."	30	2	1.42	"0.41887"
"GO:2000273"	"positive regulation of signaling recepto..."	30	2	1.42	"0.41887"
"GO:0045429"	"positive regulation of nitric oxide bios..."	30	2	1.42	"0.41887"
"GO:1902230"	"negative regulation of intrinsic apoptot..."	30	2	1.42	"0.41887"
"GO:0051968"	"positive regulation of synaptic transmis..."	30	2	1.42	"0.41887"
"GO:0110111"	"negative regulation of animal organ morp..."	30	2	1.42	"0.41887"
"GO:0009062"	"fatty acid catabolic process"	100	5	4.74	"0.41912"
"GO:0006508"	"proteolysis"	1407	58	66.62	"0.41937"
"GO:0060548"	"negative regulation of cell death"	809	56	38.31	"0.42029"
"GO:0031328"	"positive regulation of cellular biosynth..."	1608	79	76.14	"0.42174"
"GO:0006631"	"fatty acid metabolic process"	296	11	14.02	"0.42183"
"GO:0071417"	"cellular response to organonitrogen comp..."	540	22	25.57	"0.42235"
"GO:0007613"	"memory"	110	7	5.21	"0.42336"
"GO:0045860"	"positive regulation of protein kinase ac..."	452	35	21.4	"0.42422"
"GO:2000649"	"regulation of sodium ion transmembrane t..."	50	3	2.37	"0.42428"
"GO:0051172"	"negative regulation of nitrogen compound..."	1984	111	93.94	"0.43087"
"GO:0031324"	"negative regulation of cellular metaboli..."	2148	118	101.71	"0.43121"
"GO:0007156"	"homophilic cell adhesion via plasma memb..."	152	8	7.2	"0.43148"
"GO:0008630"	"intrinsic apoptotic signaling pathway in..."	94	9	4.45	"0.43204"
"GO:0006814"	"sodium ion transport"	192	12	9.09	"0.43339"
"GO:0008585"	"female gonad development"	84	6	3.98	"0.43414"
"GO:0006081"	"cellular aldehyde metabolic process"	55	4	2.6	"0.43466"
"GO:0090317"	"negative regulation of intracellular pro..."	41	3	1.94	"0.43493"
"GO:0007566"	"embryo implantation"	42	3	1.99	"0.43497"
"GO:1900015"	"regulation of cytokine production involv..."	31	2	1.47	"0.43537"
"GO:2001258"	"negative regulation of cation channel ac..."	31	2	1.47	"0.43537"
"GO:0030574"	"collagen catabolic process"	31	2	1.47	"0.43537"
"GO:0006370"	"7-methylguanosine mRNA capping"	31	2	1.47	"0.43537"
"GO:0006376"	"mRNA splice site selection"	31	2	1.47	"0.43537"
"GO:0032720"	"negative regulation of tumor necrosis fa..."	31	2	1.47	"0.43537"
"GO:0007157"	"heterophilic cell-cell adhesion via plas..."	31	2	1.47	"0.43537"
"GO:0051602"	"response to electrical stimulus"	31	2	1.47	"0.43537"
"GO:0045214"	"sarcomere organization"	31	2	1.47	"0.43537"
"GO:0045879"	"negative regulation of smoothened signal..."	31	2	1.47	"0.43537"
"GO:0070423"	"nucleotide-binding oligomerization domai..."	31	2	1.47	"0.43537"
"GO:0042908"	"xenobiotic transport"	31	2	1.47	"0.43537"
"GO:0010470"	"regulation of gastrulation"	31	2	1.47	"0.43537"
"GO:0032088"	"negative regulation of NF-kappaB transcr..."	71	4	3.36	"0.43540"
"GO:0006094"	"gluconeogenesis"	71	4	3.36	"0.43540"
"GO:0034329"	"cell junction assembly"	385	29	18.23	"0.43569"
"GO:0048545"	"response to steroid hormone"	281	22	13.31	"0.43688"
"GO:0060284"	"regulation of cell development"	842	45	39.87	"0.43873"
"GO:0045667"	"regulation of osteoblast differentiation"	102	9	4.83	"0.43940"
"GO:2001257"	"regulation of cation channel activity"	147	11	6.96	"0.43946"
"GO:1902001"	"fatty acid transmembrane transport"	22	4	1.04	"0.44006"
"GO:0045926"	"negative regulation of growth"	206	12	9.75	"0.44043"
"GO:1903363"	"negative regulation of cellular protein ..."	79	6	3.74	"0.44043"
"GO:1900271"	"regulation of long-term synaptic potenti..."	43	4	2.04	"0.44059"
"GO:0008038"	"neuron recognition"	48	4	2.27	"0.44072"
"GO:0000470"	"maturation of LSU-rRNA"	27	3	1.28	"0.44072"
"GO:0071354"	"cellular response to interleukin-6"	31	3	1.47	"0.44083"
"GO:0051480"	"regulation of cytosolic calcium ion conc..."	248	13	11.74	"0.44097"
"GO:0032655"	"regulation of interleukin-12 production"	37	3	1.75	"0.44098"
"GO:2000772"	"regulation of cellular senescence"	39	3	1.85	"0.44103"
"GO:0010524"	"positive regulation of calcium ion trans..."	40	3	1.89	"0.44106"
"GO:0045577"	"regulation of B cell differentiation"	23	2	1.09	"0.44116"
"GO:0002711"	"positive regulation of T cell mediated i..."	25	2	1.18	"0.44121"
"GO:0019432"	"triglyceride biosynthetic process"	28	2	1.33	"0.44129"
"GO:0070206"	"protein trimerization"	12	1	0.57	"0.44142"
"GO:1900037"	"regulation of cellular response to hypox..."	12	1	0.57	"0.44142"
"GO:1904925"	"positive regulation of autophagy of mito..."	12	1	0.57	"0.44142"
"GO:0002070"	"epithelial cell maturation"	12	1	0.57	"0.44142"
"GO:0060707"	"trophoblast giant cell differentiation"	12	1	0.57	"0.44142"
"GO:0009886"	"post-embryonic animal morphogenesis"	12	1	0.57	"0.44142"
"GO:0034333"	"adherens junction assembly"	12	1	0.57	"0.44142"
"GO:0035988"	"chondrocyte proliferation"	12	1	0.57	"0.44142"
"GO:0003337"	"mesenchymal to epithelial transition inv..."	12	1	0.57	"0.44142"
"GO:0010839"	"negative regulation of keratinocyte prol..."	12	1	0.57	"0.44142"
"GO:0043306"	"positive regulation of mast cell degranu..."	12	1	0.57	"0.44142"
"GO:0086069"	"bundle of His cell to Purkinje myocyte c..."	12	1	0.57	"0.44142"
"GO:0030540"	"female genitalia development"	12	1	0.57	"0.44142"
"GO:1900424"	"regulation of defense response to bacter..."	12	1	0.57	"0.44142"
"GO:1905668"	"positive regulation of protein localizat..."	12	1	0.57	"0.44142"
"GO:0002438"	"acute inflammatory response to antigenic..."	12	1	0.57	"0.44142"
"GO:0006000"	"fructose metabolic process"	12	1	0.57	"0.44142"
"GO:1900221"	"regulation of amyloid-beta clearance"	12	1	0.57	"0.44142"
"GO:0050966"	"detection of mechanical stimulus involve..."	12	1	0.57	"0.44142"
"GO:0070914"	"UV-damage excision repair"	12	1	0.57	"0.44142"
"GO:0048305"	"immunoglobulin secretion"	12	1	0.57	"0.44142"
"GO:0031115"	"negative regulation of microtubule polym..."	12	1	0.57	"0.44142"
"GO:0010958"	"regulation of amino acid import across p..."	12	1	0.57	"0.44142"
"GO:0010917"	"negative regulation of mitochondrial mem..."	12	1	0.57	"0.44142"
"GO:0051775"	"response to redox state"	12	1	0.57	"0.44142"
"GO:1904424"	"regulation of GTP binding"	12	1	0.57	"0.44142"
"GO:0001780"	"neutrophil homeostasis"	12	1	0.57	"0.44142"
"GO:0007171"	"activation of transmembrane receptor pro..."	12	1	0.57	"0.44142"
"GO:0021794"	"thalamus development"	12	1	0.57	"0.44142"
"GO:0007130"	"synaptonemal complex assembly"	12	1	0.57	"0.44142"
"GO:0021781"	"glial cell fate commitment"	12	1	0.57	"0.44142"
"GO:0048240"	"sperm capacitation"	12	1	0.57	"0.44142"
"GO:0098789"	"pre-mRNA cleavage required for polyadeny..."	12	1	0.57	"0.44142"
"GO:0009086"	"methionine biosynthetic process"	12	1	0.57	"0.44142"
"GO:0001574"	"ganglioside biosynthetic process"	12	1	0.57	"0.44142"
"GO:0032691"	"negative regulation of interleukin-1 bet..."	12	1	0.57	"0.44142"
"GO:0042659"	"regulation of cell fate specification"	12	1	0.57	"0.44142"
"GO:0045198"	"establishment of epithelial cell apical/..."	12	1	0.57	"0.44142"
"GO:0021554"	"optic nerve development"	12	1	0.57	"0.44142"
"GO:0001682"	"tRNA 5'-leader removal"	12	1	0.57	"0.44142"
"GO:0048521"	"negative regulation of behavior"	12	1	0.57	"0.44142"
"GO:1902287"	"semaphorin-plexin signaling pathway invo..."	12	1	0.57	"0.44142"
"GO:1902224"	"ketone body metabolic process"	12	1	0.57	"0.44142"
"GO:0048505"	"regulation of timing of cell differentia..."	12	1	0.57	"0.44142"
"GO:0006883"	"cellular sodium ion homeostasis"	12	1	0.57	"0.44142"
"GO:0090399"	"replicative senescence"	12	1	0.57	"0.44142"
"GO:0006554"	"lysine catabolic process"	12	1	0.57	"0.44142"
"GO:0002903"	"negative regulation of B cell apoptotic ..."	12	1	0.57	"0.44142"
"GO:0001967"	"suckling behavior"	12	1	0.57	"0.44142"
"GO:0090493"	"catecholamine uptake"	12	1	0.57	"0.44142"
"GO:0099151"	"regulation of postsynaptic density assem..."	12	1	0.57	"0.44142"
"GO:0110156"	"methylguanosine-cap decapping"	12	1	0.57	"0.44142"
"GO:0009151"	"purine deoxyribonucleotide metabolic pro..."	12	1	0.57	"0.44142"
"GO:0015803"	"branched-chain amino acid transport"	12	1	0.57	"0.44142"
"GO:1902570"	"protein localization to nucleolus"	12	1	0.57	"0.44142"
"GO:1901841"	"regulation of high voltage-gated calcium..."	12	1	0.57	"0.44142"
"GO:0009265"	"2'-deoxyribonucleotide biosynthetic proc..."	12	1	0.57	"0.44142"
"GO:0009223"	"pyrimidine deoxyribonucleotide catabolic..."	12	1	0.57	"0.44142"
"GO:0060253"	"negative regulation of glial cell prolif..."	12	1	0.57	"0.44142"
"GO:0035627"	"ceramide transport"	12	1	0.57	"0.44142"
"GO:0060213"	"positive regulation of nuclear-transcrib..."	12	1	0.57	"0.44142"
"GO:0098659"	"inorganic cation import across plasma me..."	77	4	3.65	"0.44146"
"GO:0016233"	"telomere capping"	38	2	1.8	"0.44154"
"GO:0010596"	"negative regulation of endothelial cell ..."	39	2	1.85	"0.44157"
"GO:0034248"	"regulation of cellular amide metabolic p..."	383	18	18.14	"0.44173"
"GO:0007187"	"G protein-coupled receptor signaling pat..."	158	7	7.48	"0.44191"
"GO:0043066"	"negative regulation of apoptotic process"	722	46	34.19	"0.44838"
"GO:0098742"	"cell-cell adhesion via plasma-membrane a..."	230	14	10.89	"0.44938"
"GO:0001755"	"neural crest cell migration"	52	3	2.46	"0.44957"
"GO:1901564"	"organonitrogen compound metabolic proces..."	5433	276	257.26	"0.45045"
"GO:0014066"	"regulation of phosphatidylinositol 3-kin..."	97	6	4.59	"0.45083"
"GO:1902475"	"L-alpha-amino acid transmembrane transpo..."	55	4	2.6	"0.45085"
"GO:0065002"	"intracellular protein transmembrane tran..."	49	3	2.32	"0.45144"
"GO:0033146"	"regulation of intracellular estrogen rec..."	32	2	1.52	"0.45161"
"GO:0050909"	"sensory perception of taste"	32	2	1.52	"0.45161"
"GO:0007435"	"salivary gland morphogenesis"	32	2	1.52	"0.45161"
"GO:0006409"	"tRNA export from nucleus"	32	2	1.52	"0.45161"
"GO:0042572"	"retinol metabolic process"	32	2	1.52	"0.45161"
"GO:0048854"	"brain morphogenesis"	32	2	1.52	"0.45161"
"GO:0016242"	"negative regulation of macroautophagy"	32	2	1.52	"0.45161"
"GO:0050728"	"negative regulation of inflammatory resp..."	93	5	4.4	"0.45162"
"GO:0003014"	"renal system process"	97	5	4.59	"0.45167"
"GO:0022408"	"negative regulation of cell-cell adhesio..."	130	6	6.16	"0.45215"
"GO:0006401"	"RNA catabolic process"	372	45	17.61	"0.45234"
"GO:0090150"	"establishment of protein localization to..."	306	41	14.49	"0.45292"
"GO:0006024"	"glycosaminoglycan biosynthetic process"	101	8	4.78	"0.45329"
"GO:0000165"	"MAPK cascade"	736	46	34.85	"0.45472"
"GO:0031589"	"cell-substrate adhesion"	302	26	14.3	"0.46146"
"GO:0043254"	"regulation of protein-containing complex..."	375	25	17.76	"0.46165"
"GO:0030705"	"cytoskeleton-dependent intracellular tra..."	187	19	8.85	"0.46240"
"GO:0034504"	"protein localization to nucleus"	251	15	11.89	"0.46527"
"GO:0045165"	"cell fate commitment"	204	11	9.66	"0.46607"
"GO:0086010"	"membrane depolarization during action po..."	33	5	1.56	"0.46620"
"GO:0061099"	"negative regulation of protein tyrosine ..."	26	4	1.23	"0.46657"
"GO:0048592"	"eye morphogenesis"	134	9	6.35	"0.46662"
"GO:0050729"	"positive regulation of inflammatory resp..."	88	5	4.17	"0.46671"
"GO:0030500"	"regulation of bone mineralization"	60	5	2.84	"0.46691"
"GO:0050905"	"neuromuscular process"	88	6	4.17	"0.46709"
"GO:0048771"	"tissue remodeling"	132	8	6.25	"0.46713"
"GO:0030512"	"negative regulation of transforming grow..."	74	4	3.5	"0.46713"
"GO:0070050"	"neuron cellular homeostasis"	28	3	1.33	"0.46718"
"GO:0008544"	"epidermis development"	235	12	11.13	"0.46721"
"GO:0030516"	"regulation of axon extension"	94	6	4.45	"0.46724"
"GO:2000060"	"positive regulation of ubiquitin-depende..."	94	6	4.45	"0.46724"
"GO:0046173"	"polyol biosynthetic process"	55	4	2.6	"0.46733"
"GO:0010765"	"positive regulation of sodium ion transp..."	33	2	1.56	"0.46758"
"GO:0030890"	"positive regulation of B cell proliferat..."	33	2	1.56	"0.46758"
"GO:0032729"	"positive regulation of interferon-gamma ..."	33	2	1.56	"0.46758"
"GO:0120009"	"intermembrane lipid transfer"	33	2	1.56	"0.46758"
"GO:0007616"	"long-term memory"	33	2	1.56	"0.46758"
"GO:0042088"	"T-helper 1 type immune response"	26	2	1.23	"0.46768"
"GO:0048247"	"lymphocyte chemotaxis"	26	2	1.23	"0.46768"
"GO:2000780"	"negative regulation of double-strand bre..."	26	2	1.23	"0.46768"
"GO:1904375"	"regulation of protein localization to ce..."	111	6	5.26	"0.46769"
"GO:0006754"	"ATP biosynthetic process"	27	2	1.28	"0.46770"
"GO:0071711"	"basement membrane organization"	28	2	1.33	"0.46773"
"GO:0007031"	"peroxisome organization"	76	4	3.6	"0.46788"
"GO:0045603"	"positive regulation of endothelial cell ..."	13	1	0.62	"0.46789"
"GO:0002091"	"negative regulation of receptor internal..."	13	1	0.62	"0.46789"
"GO:0000244"	"spliceosomal tri-snRNP complex assembly"	13	1	0.62	"0.46789"
"GO:0050765"	"negative regulation of phagocytosis"	13	1	0.62	"0.46789"
"GO:0002087"	"regulation of respiratory gaseous exchan..."	13	1	0.62	"0.46789"
"GO:0002031"	"G protein-coupled receptor internalizati..."	13	1	0.62	"0.46789"
"GO:1905244"	"regulation of modification of synaptic s..."	13	1	0.62	"0.46789"
"GO:0000722"	"telomere maintenance via recombination"	13	1	0.62	"0.46789"
"GO:0061000"	"negative regulation of dendritic spine d..."	13	1	0.62	"0.46789"
"GO:0050884"	"neuromuscular process controlling postur..."	13	1	0.62	"0.46789"
"GO:0099566"	"regulation of postsynaptic cytosolic cal..."	13	1	0.62	"0.46789"
"GO:0070525"	"tRNA threonylcarbamoyladenosine metaboli..."	13	1	0.62	"0.46789"
"GO:0010893"	"positive regulation of steroid biosynthe..."	13	1	0.62	"0.46789"
"GO:0072350"	"tricarboxylic acid metabolic process"	13	1	0.62	"0.46789"
"GO:0010867"	"positive regulation of triglyceride bios..."	13	1	0.62	"0.46789"
"GO:0010561"	"negative regulation of glycoprotein bios..."	13	1	0.62	"0.46789"
"GO:0090656"	"t-circle formation"	13	1	0.62	"0.46789"
