"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:0044275"	"cellular carbohydrate catabolic process"	34	2	1.6	"0.49023"
"GO:0043032"	"positive regulation of macrophage activa..."	14	1	0.66	"0.49027"
"GO:2001212"	"regulation of vasculogenesis"	14	1	0.66	"0.49027"
"GO:0061042"	"vascular wound healing"	14	1	0.66	"0.49027"
"GO:0051014"	"actin filament severing"	14	1	0.66	"0.49027"
"GO:0042044"	"fluid transport"	14	1	0.66	"0.49027"
"GO:0019896"	"axonal transport of mitochondrion"	14	1	0.66	"0.49027"
"GO:0060831"	"smoothened signaling pathway involved in..."	14	1	0.66	"0.49027"
"GO:0010763"	"positive regulation of fibroblast migrat..."	14	1	0.66	"0.49027"
"GO:0048012"	"hepatocyte growth factor receptor signal..."	14	1	0.66	"0.49027"
"GO:0071391"	"cellular response to estrogen stimulus"	14	1	0.66	"0.49027"
"GO:0060644"	"mammary gland epithelial cell differenti..."	14	1	0.66	"0.49027"
"GO:0044154"	"histone H3-K14 acetylation"	14	1	0.66	"0.49027"
"GO:0071380"	"cellular response to prostaglandin E sti..."	14	1	0.66	"0.49027"
"GO:0060602"	"branch elongation of an epithelium"	14	1	0.66	"0.49027"
"GO:1900451"	"positive regulation of glutamate recepto..."	14	1	0.66	"0.49027"
"GO:0003222"	"ventricular trabecula myocardium morphog..."	14	1	0.66	"0.49027"
"GO:0044764"	"multi-organism cellular process"	14	1	0.66	"0.49027"
"GO:0050995"	"negative regulation of lipid catabolic p..."	14	1	0.66	"0.49027"
"GO:0070986"	"left/right axis specification"	14	1	0.66	"0.49027"
"GO:0042136"	"neurotransmitter biosynthetic process"	14	1	0.66	"0.49027"
"GO:1902043"	"positive regulation of extrinsic apoptot..."	14	1	0.66	"0.49027"
"GO:0051290"	"protein heterotetramerization"	14	1	0.66	"0.49027"
"GO:2000380"	"regulation of mesoderm development"	14	1	0.66	"0.49027"
"GO:0032780"	"negative regulation of ATPase activity"	14	1	0.66	"0.49027"
"GO:0007141"	"male meiosis I"	14	1	0.66	"0.49027"
"GO:0046485"	"ether lipid metabolic process"	14	1	0.66	"0.49027"
"GO:0032802"	"low-density lipoprotein particle recepto..."	14	1	0.66	"0.49027"
"GO:0007288"	"sperm axoneme assembly"	14	1	0.66	"0.49027"
"GO:0043651"	"linoleic acid metabolic process"	14	1	0.66	"0.49027"
"GO:0052652"	"cyclic purine nucleotide metabolic proce..."	14	1	0.66	"0.49027"
"GO:0007216"	"G protein-coupled glutamate receptor sig..."	14	1	0.66	"0.49027"
"GO:1904293"	"negative regulation of ERAD pathway"	14	1	0.66	"0.49027"
"GO:0042574"	"retinal metabolic process"	14	1	0.66	"0.49027"
"GO:0097202"	"activation of cysteine-type endopeptidas..."	14	1	0.66	"0.49027"
"GO:0035437"	"maintenance of protein localization in e..."	14	1	0.66	"0.49027"
"GO:0006206"	"pyrimidine nucleobase metabolic process"	14	1	0.66	"0.49027"
"GO:0045176"	"apical protein localization"	14	1	0.66	"0.49027"
"GO:0006750"	"glutathione biosynthetic process"	14	1	0.66	"0.49027"
"GO:1903206"	"negative regulation of hydrogen peroxide..."	14	1	0.66	"0.49027"
"GO:2001044"	"regulation of integrin-mediated signalin..."	14	1	0.66	"0.49027"
"GO:1902259"	"regulation of delayed rectifier potassiu..."	14	1	0.66	"0.49027"
"GO:0035278"	"miRNA mediated inhibition of translation"	14	1	0.66	"0.49027"
"GO:0006878"	"cellular copper ion homeostasis"	14	1	0.66	"0.49027"
"GO:0045725"	"positive regulation of glycogen biosynth..."	14	1	0.66	"0.49027"
"GO:1905331"	"negative regulation of morphogenesis of ..."	14	1	0.66	"0.49027"
"GO:0010310"	"regulation of hydrogen peroxide metaboli..."	14	1	0.66	"0.49027"
"GO:1901881"	"positive regulation of protein depolymer..."	14	1	0.66	"0.49027"
"GO:0098911"	"regulation of ventricular cardiac muscle..."	14	1	0.66	"0.49027"
"GO:0045663"	"positive regulation of myoblast differen..."	14	1	0.66	"0.49027"
"GO:0090136"	"epithelial cell-cell adhesion"	14	1	0.66	"0.49027"
"GO:0010927"	"cellular component assembly involved in ..."	81	4	3.8	"0.49035"
"GO:0005978"	"glycogen biosynthetic process"	40	2	1.88	"0.49039"
"GO:0046888"	"negative regulation of hormone secretion"	49	2	2.3	"0.49064"
"GO:1901575"	"organic substance catabolic process"	1888	88	88.68	"0.49098"
"GO:0050905"	"neuromuscular process"	88	8	4.13	"0.49126"
"GO:0032092"	"positive regulation of protein binding"	77	4	3.62	"0.49183"
"GO:0045596"	"negative regulation of cell differentiat..."	572	45	26.87	"0.49292"
"GO:0006836"	"neurotransmitter transport"	212	11	9.96	"0.49373"
"GO:0006493"	"protein O-linked glycosylation"	85	5	3.99	"0.49376"
"GO:0031062"	"positive regulation of histone methylati..."	35	2	1.64	"0.49433"
"GO:0030866"	"cortical actin cytoskeleton organization"	35	2	1.64	"0.49433"
"GO:0035094"	"response to nicotine"	35	2	1.64	"0.49433"
"GO:0071310"	"cellular response to organic substance"	2120	127	99.58	"0.49511"
"GO:0006897"	"endocytosis"	464	33	21.79	"0.49554"
"GO:0008104"	"protein localization"	2430	127	114.14	"0.49586"
"GO:0006468"	"protein phosphorylation"	1614	97	75.81	"0.49812"
"GO:0006412"	"translation"	577	22	27.1	"0.49928"
"GO:0048813"	"dendrite morphogenesis"	141	13	6.62	"0.50401"
"GO:0042632"	"cholesterol homeostasis"	57	3	2.68	"0.50516"
"GO:0019233"	"sensory perception of pain"	80	4	3.76	"0.50525"
"GO:0048167"	"regulation of synaptic plasticity"	179	12	8.41	"0.50648"
"GO:0008361"	"regulation of cell size"	167	11	7.84	"0.50687"
"GO:0110110"	"positive regulation of animal organ morp..."	68	6	3.19	"0.50719"
"GO:1900182"	"positive regulation of protein localizat..."	73	6	3.43	"0.50740"
"GO:0033673"	"negative regulation of kinase activity"	220	19	10.33	"0.50926"
"GO:0008016"	"regulation of heart contraction"	202	18	9.49	"0.50936"
"GO:0006111"	"regulation of gluconeogenesis"	36	2	1.69	"0.50940"
"GO:2000785"	"regulation of autophagosome assembly"	36	2	1.69	"0.50940"
"GO:0051973"	"positive regulation of telomerase activi..."	36	2	1.69	"0.50940"
"GO:1901654"	"response to ketone"	165	16	7.75	"0.50953"
"GO:0019318"	"hexose metabolic process"	214	17	10.05	"0.51029"
"GO:0060541"	"respiratory system development"	181	14	8.5	"0.51116"
"GO:0031669"	"cellular response to nutrient levels"	189	14	8.88	"0.51138"
"GO:0120162"	"positive regulation of cold-induced ther..."	79	4	3.71	"0.51206"
"GO:0007188"	"adenylate cyclase-modulating G protein-c..."	146	10	6.86	"0.51256"
"GO:0030520"	"intracellular estrogen receptor signalin..."	47	5	2.21	"0.51278"
"GO:0061136"	"regulation of proteasomal protein catabo..."	176	11	8.27	"0.51280"
"GO:0050848"	"regulation of calcium-mediated signaling"	77	5	3.62	"0.51360"
"GO:0007405"	"neuroblast proliferation"	57	4	2.68	"0.51364"
"GO:1902230"	"negative regulation of intrinsic apoptot..."	30	2	1.41	"0.51406"
"GO:0010830"	"regulation of myotube differentiation"	32	2	1.5	"0.51412"
"GO:0070233"	"negative regulation of T cell apoptotic ..."	15	1	0.7	"0.51423"
"GO:0006958"	"complement activation, classical pathway"	15	1	0.7	"0.51423"
"GO:0061050"	"regulation of cell growth involved in ca..."	15	1	0.7	"0.51423"
"GO:2001224"	"positive regulation of neuron migration"	15	1	0.7	"0.51423"
"GO:0070593"	"dendrite self-avoidance"	15	1	0.7	"0.51423"
"GO:1902969"	"mitotic DNA replication"	15	1	0.7	"0.51423"
"GO:0031000"	"response to caffeine"	15	1	0.7	"0.51423"
"GO:0010529"	"negative regulation of transposition"	15	1	0.7	"0.51423"
"GO:0006086"	"acetyl-CoA biosynthetic process from pyr..."	15	1	0.7	"0.51423"
"GO:0006047"	"UDP-N-acetylglucosamine metabolic proces..."	15	1	0.7	"0.51423"
"GO:0043116"	"negative regulation of vascular permeabi..."	15	1	0.7	"0.51423"
"GO:0055057"	"neuroblast division"	15	1	0.7	"0.51423"
"GO:0042402"	"cellular biogenic amine catabolic proces..."	15	1	0.7	"0.51423"
"GO:0042159"	"lipoprotein catabolic process"	15	1	0.7	"0.51423"
"GO:0050908"	"detection of light stimulus involved in ..."	15	1	0.7	"0.51423"
"GO:1900746"	"regulation of vascular endothelial growt..."	15	1	0.7	"0.51423"
"GO:0051782"	"negative regulation of cell division"	15	1	0.7	"0.51423"
"GO:0006349"	"regulation of gene expression by genetic..."	15	1	0.7	"0.51423"
"GO:0048172"	"regulation of short-term neuronal synapt..."	15	1	0.7	"0.51423"
"GO:0034505"	"tooth mineralization"	15	1	0.7	"0.51423"
"GO:0006474"	"N-terminal protein amino acid acetylatio..."	15	1	0.7	"0.51423"
"GO:0043584"	"nose development"	15	1	0.7	"0.51423"
"GO:0009084"	"glutamine family amino acid biosynthetic..."	15	1	0.7	"0.51423"
"GO:2000251"	"positive regulation of actin cytoskeleto..."	15	1	0.7	"0.51423"
"GO:0035458"	"cellular response to interferon-beta"	15	1	0.7	"0.51423"
"GO:0046135"	"pyrimidine nucleoside catabolic process"	15	1	0.7	"0.51423"
"GO:0080009"	"mRNA methylation"	15	1	0.7	"0.51423"
"GO:0090025"	"regulation of monocyte chemotaxis"	15	1	0.7	"0.51423"
"GO:1904754"	"positive regulation of vascular associat..."	15	1	0.7	"0.51423"
"GO:0048820"	"hair follicle maturation"	15	1	0.7	"0.51423"
"GO:1902166"	"negative regulation of intrinsic apoptot..."	15	1	0.7	"0.51423"
"GO:2000726"	"negative regulation of cardiac muscle ce..."	15	1	0.7	"0.51423"
"GO:1905048"	"regulation of metallopeptidase activity"	15	1	0.7	"0.51423"
"GO:0046716"	"muscle cell cellular homeostasis"	15	1	0.7	"0.51423"
"GO:0006895"	"Golgi to endosome transport"	15	1	0.7	"0.51423"
"GO:0046851"	"negative regulation of bone remodeling"	15	1	0.7	"0.51423"
"GO:0043901"	"negative regulation of multi-organism pr..."	15	1	0.7	"0.51423"
"GO:0090336"	"positive regulation of brown fat cell di..."	15	1	0.7	"0.51423"
"GO:0016553"	"base conversion or substitution editing"	15	1	0.7	"0.51423"
"GO:0070293"	"renal absorption"	15	1	0.7	"0.51423"
"GO:0090110"	"COPII-coated vesicle cargo loading"	15	1	0.7	"0.51423"
"GO:1902683"	"regulation of receptor localization to s..."	15	1	0.7	"0.51423"
"GO:0042255"	"ribosome assembly"	59	3	2.77	"0.51427"
"GO:0009725"	"response to hormone"	737	44	34.62	"0.51561"
"GO:0042475"	"odontogenesis of dentin-containing tooth"	68	4	3.19	"0.51633"
"GO:0002286"	"T cell activation involved in immune res..."	58	3	2.72	"0.51692"
"GO:0007283"	"spermatogenesis"	352	18	16.53	"0.51981"
"GO:0008283"	"cell population proliferation"	1506	84	70.74	"0.52187"
"GO:0001708"	"cell fate specification"	73	6	3.43	"0.52211"
"GO:0006508"	"proteolysis"	1407	63	66.09	"0.52377"
"GO:1901998"	"toxin transport"	37	2	1.74	"0.52416"
"GO:0060612"	"adipose tissue development"	37	2	1.74	"0.52416"
"GO:0016339"	"calcium-dependent cell-cell adhesion via..."	37	2	1.74	"0.52416"
"GO:0007223"	"Wnt signaling pathway, calcium modulatin..."	37	2	1.74	"0.52416"
"GO:0070098"	"chemokine-mediated signaling pathway"	37	2	1.74	"0.52416"
"GO:0045190"	"isotype switching"	37	2	1.74	"0.52416"
"GO:0035722"	"interleukin-12-mediated signaling pathwa..."	37	2	1.74	"0.52416"
"GO:0048468"	"cell development"	1810	132	85.02	"0.52526"
"GO:0035690"	"cellular response to drug"	59	3	2.77	"0.52853"
"GO:0008277"	"regulation of G protein-coupled receptor..."	113	5	5.31	"0.52913"
"GO:0050852"	"T cell receptor signaling pathway"	157	7	7.37	"0.53049"
"GO:0017148"	"negative regulation of translation"	123	7	5.78	"0.53057"
"GO:0045087"	"innate immune response"	549	29	25.79	"0.53178"
"GO:0032436"	"positive regulation of proteasomal ubiqu..."	81	4	3.8	"0.53190"
"GO:0048870"	"cell motility"	1285	100	60.36	"0.53196"
"GO:0097193"	"intrinsic apoptotic signaling pathway"	249	18	11.7	"0.53342"
"GO:0051493"	"regulation of cytoskeleton organization"	481	28	22.59	"0.53391"
"GO:0018205"	"peptidyl-lysine modification"	354	22	16.63	"0.53392"
"GO:0032835"	"glomerulus development"	53	8	2.49	"0.53394"
"GO:0000302"	"response to reactive oxygen species"	188	13	8.83	"0.53472"
"GO:0032526"	"response to retinoic acid"	97	9	4.56	"0.53484"
"GO:0006304"	"DNA modification"	91	8	4.27	"0.53500"
"GO:0015908"	"fatty acid transport"	70	7	3.29	"0.53502"
"GO:0090288"	"negative regulation of cellular response..."	135	10	6.34	"0.53504"
"GO:0007602"	"phototransduction"	37	5	1.74	"0.53529"
"GO:0006165"	"nucleoside diphosphate phosphorylation"	119	8	5.59	"0.53579"
"GO:1903672"	"positive regulation of sprouting angioge..."	34	4	1.6	"0.53580"
"GO:0002028"	"regulation of sodium ion transport"	81	6	3.8	"0.53592"
"GO:0098693"	"regulation of synaptic vesicle cycle"	110	7	5.17	"0.53613"
"GO:0001953"	"negative regulation of cell-matrix adhes..."	32	3	1.5	"0.53634"
"GO:0008631"	"intrinsic apoptotic signaling pathway in..."	39	3	1.83	"0.53653"
"GO:0006900"	"vesicle budding from membrane"	104	6	4.88	"0.53656"
"GO:0030517"	"negative regulation of axon extension"	42	3	1.97	"0.53662"
"GO:0051148"	"negative regulation of muscle cell diffe..."	43	3	2.02	"0.53664"
"GO:0010586"	"miRNA metabolic process"	26	2	1.22	"0.53676"
"GO:0070830"	"bicellular tight junction assembly"	60	5	2.82	"0.53688"
"GO:0071542"	"dopaminergic neuron differentiation"	32	2	1.5	"0.53693"
"GO:0072079"	"nephron tubule formation"	16	1	0.75	"0.53708"
"GO:0035994"	"response to muscle stretch"	16	1	0.75	"0.53708"
"GO:0072378"	"blood coagulation, fibrin clot formation"	16	1	0.75	"0.53708"
"GO:1900363"	"regulation of mRNA polyadenylation"	16	1	0.75	"0.53708"
"GO:1900373"	"positive regulation of purine nucleotide..."	16	1	0.75	"0.53708"
"GO:0097091"	"synaptic vesicle clustering"	16	1	0.75	"0.53708"
"GO:0060628"	"regulation of ER to Golgi vesicle-mediat..."	16	1	0.75	"0.53708"
"GO:0034199"	"activation of protein kinase A activity"	16	1	0.75	"0.53708"
"GO:0071305"	"cellular response to vitamin D"	16	1	0.75	"0.53708"
"GO:0071467"	"cellular response to pH"	16	1	0.75	"0.53708"
"GO:0042474"	"middle ear morphogenesis"	16	1	0.75	"0.53708"
"GO:0042407"	"cristae formation"	16	1	0.75	"0.53708"
"GO:0022400"	"regulation of rhodopsin mediated signali..."	16	1	0.75	"0.53708"
"GO:0050996"	"positive regulation of lipid catabolic p..."	16	1	0.75	"0.53708"
"GO:0050965"	"detection of temperature stimulus involv..."	16	1	0.75	"0.53708"
"GO:0044539"	"long-chain fatty acid import into cell"	16	1	0.75	"0.53708"
"GO:0048143"	"astrocyte activation"	16	1	0.75	"0.53708"
"GO:0007194"	"negative regulation of adenylate cyclase..."	16	1	0.75	"0.53708"
"GO:0036342"	"post-anal tail morphogenesis"	16	1	0.75	"0.53708"
"GO:0001732"	"formation of cytoplasmic translation ini..."	16	1	0.75	"0.53708"
"GO:0016338"	"calcium-independent cell-cell adhesion v..."	16	1	0.75	"0.53708"
"GO:0035338"	"long-chain fatty-acyl-CoA biosynthetic p..."	16	1	0.75	"0.53708"
"GO:0098703"	"calcium ion import across plasma membran..."	16	1	0.75	"0.53708"
"GO:0043649"	"dicarboxylic acid catabolic process"	16	1	0.75	"0.53708"
"GO:0032516"	"positive regulation of phosphoprotein ph..."	16	1	0.75	"0.53708"
"GO:0036158"	"outer dynein arm assembly"	16	1	0.75	"0.53708"
"GO:0009048"	"dosage compensation by inactivation of X..."	16	1	0.75	"0.53708"
"GO:0060080"	"inhibitory postsynaptic potential"	16	1	0.75	"0.53708"
"GO:0055119"	"relaxation of cardiac muscle"	16	1	0.75	"0.53708"
"GO:0016137"	"glycoside metabolic process"	16	1	0.75	"0.53708"
"GO:1902170"	"cellular response to reactive nitrogen s..."	16	1	0.75	"0.53708"
"GO:1902176"	"negative regulation of oxidative stress-..."	16	1	0.75	"0.53708"
"GO:1904706"	"negative regulation of vascular associat..."	16	1	0.75	"0.53708"
"GO:1903204"	"negative regulation of oxidative stress-..."	16	1	0.75	"0.53708"
"GO:0043923"	"positive regulation by host of viral tra..."	16	1	0.75	"0.53708"
"GO:0045780"	"positive regulation of bone resorption"	16	1	0.75	"0.53708"
"GO:0048643"	"positive regulation of skeletal muscle t..."	16	1	0.75	"0.53708"
"GO:0006590"	"thyroid hormone generation"	16	1	0.75	"0.53708"
"GO:0046831"	"regulation of RNA export from nucleus"	16	1	0.75	"0.53708"
"GO:0060307"	"regulation of ventricular cardiac muscle..."	16	1	0.75	"0.53708"
"GO:0015874"	"norepinephrine transport"	16	1	0.75	"0.53708"
"GO:0046500"	"S-adenosylmethionine metabolic process"	16	1	0.75	"0.53708"
"GO:0015812"	"gamma-aminobutyric acid transport"	16	1	0.75	"0.53708"
"GO:0046653"	"tetrahydrofolate metabolic process"	16	1	0.75	"0.53708"
"GO:0098969"	"neurotransmitter receptor transport to p..."	16	1	0.75	"0.53708"
"GO:0045655"	"regulation of monocyte differentiation"	16	1	0.75	"0.53708"
"GO:0070242"	"thymocyte apoptotic process"	16	1	0.75	"0.53708"
"GO:0010595"	"positive regulation of endothelial cell ..."	90	6	4.23	"0.53724"
"GO:1901016"	"regulation of potassium ion transmembran..."	44	2	2.07	"0.53726"
"GO:0007041"	"lysosomal transport"	107	6	5.03	"0.53795"
"GO:0035987"	"endodermal cell differentiation"	38	2	1.78	"0.53863"
"GO:0051898"	"negative regulation of protein kinase B ..."	38	2	1.78	"0.53863"
"GO:1990573"	"potassium ion import across plasma membr..."	38	2	1.78	"0.53863"
"GO:0045143"	"homologous chromosome segregation"	38	2	1.78	"0.53863"
"GO:0035735"	"intraciliary transport involved in ciliu..."	38	2	1.78	"0.53863"
"GO:0071222"	"cellular response to lipopolysaccharide"	122	7	5.73	"0.54022"
"GO:0050728"	"negative regulation of inflammatory resp..."	93	5	4.37	"0.54105"
"GO:0051897"	"positive regulation of protein kinase B ..."	126	6	5.92	"0.54540"
"GO:0006629"	"lipid metabolic process"	1102	59	51.76	"0.54591"
"GO:0001775"	"cell activation"	1002	64	47.06	"0.54789"
"GO:0006874"	"cellular calcium ion homeostasis"	327	18	15.36	"0.54842"
"GO:0044057"	"regulation of system process"	477	37	22.4	"0.54983"
"GO:0050853"	"B cell receptor signaling pathway"	39	2	1.83	"0.55279"
"GO:0046164"	"alcohol catabolic process"	39	2	1.83	"0.55279"
"GO:0042110"	"T cell activation"	328	24	15.41	"0.55367"
"GO:0043312"	"neutrophil degranulation"	366	17	17.19	"0.55487"
"GO:0006954"	"inflammatory response"	467	23	21.94	"0.55502"
"GO:0046578"	"regulation of Ras protein signal transdu..."	167	14	7.84	"0.55523"
"GO:0051963"	"regulation of synapse assembly"	91	10	4.27	"0.55551"
"GO:0032388"	"positive regulation of intracellular tra..."	199	14	9.35	"0.55614"
"GO:0003382"	"epithelial cell morphogenesis"	28	6	1.32	"0.55615"
"GO:1990138"	"neuron projection extension"	162	12	7.61	"0.55630"
"GO:0001941"	"postsynaptic membrane organization"	39	6	1.83	"0.55646"
"GO:0051924"	"regulation of calcium ion transport"	189	12	8.88	"0.55707"
"GO:0034612"	"response to tumor necrosis factor"	234	14	10.99	"0.55714"
"GO:0051054"	"positive regulation of DNA metabolic pro..."	173	11	8.13	"0.55723"
"GO:0090184"	"positive regulation of kidney developmen..."	35	3	1.64	"0.55815"
"GO:0031507"	"heterochromatin assembly"	38	3	1.78	"0.55824"
"GO:1901020"	"negative regulation of calcium ion trans..."	28	2	1.32	"0.55856"
"GO:0008584"	"male gonad development"	111	7	5.21	"0.55865"
"GO:0034314"	"Arp2/3 complex-mediated actin nucleation"	36	2	1.69	"0.55878"
"GO:0090280"	"positive regulation of calcium ion impor..."	17	1	0.8	"0.55885"
"GO:0060716"	"labyrinthine layer blood vessel developm..."	17	1	0.8	"0.55885"
"GO:0032012"	"regulation of ARF protein signal transdu..."	17	1	0.8	"0.55885"
"GO:0030728"	"ovulation"	17	1	0.8	"0.55885"
"GO:0003323"	"type B pancreatic cell development"	17	1	0.8	"0.55885"
"GO:0010875"	"positive regulation of cholesterol efflu..."	17	1	0.8	"0.55885"
"GO:0010831"	"positive regulation of myotube different..."	17	1	0.8	"0.55885"
"GO:0010801"	"negative regulation of peptidyl-threonin..."	17	1	0.8	"0.55885"
"GO:0097062"	"dendritic spine maintenance"	17	1	0.8	"0.55885"
"GO:0010544"	"negative regulation of platelet activati..."	17	1	0.8	"0.55885"
"GO:0006044"	"N-acetylglucosamine metabolic process"	17	1	0.8	"0.55885"
"GO:0031498"	"chromatin disassembly"	17	1	0.8	"0.55885"
"GO:1900242"	"regulation of synaptic vesicle endocytos..."	17	1	0.8	"0.55885"
"GO:0045056"	"transcytosis"	17	1	0.8	"0.55885"
"GO:0097320"	"plasma membrane tubulation"	17	1	0.8	"0.55885"
"GO:0042744"	"hydrogen peroxide catabolic process"	17	1	0.8	"0.55885"
"GO:0032703"	"negative regulation of interleukin-2 pro..."	17	1	0.8	"0.55885"
"GO:0036303"	"lymph vessel morphogenesis"	17	1	0.8	"0.55885"
"GO:0021756"	"striatum development"	17	1	0.8	"0.55885"
"GO:0040037"	"negative regulation of fibroblast growth..."	17	1	0.8	"0.55885"
"GO:2001014"	"regulation of skeletal muscle cell diffe..."	17	1	0.8	"0.55885"
"GO:0031643"	"positive regulation of myelination"	17	1	0.8	"0.55885"
"GO:0046885"	"regulation of hormone biosynthetic proce..."	17	1	0.8	"0.55885"
"GO:0050482"	"arachidonic acid secretion"	17	1	0.8	"0.55885"
"GO:2000641"	"regulation of early endosome to late end..."	17	1	0.8	"0.55885"
"GO:0046655"	"folic acid metabolic process"	17	1	0.8	"0.55885"
"GO:0098962"	"regulation of postsynaptic neurotransmit..."	17	1	0.8	"0.55885"
"GO:0046640"	"regulation of alpha-beta T cell prolifer..."	17	1	0.8	"0.55885"
"GO:0035518"	"histone H2A monoubiquitination"	17	1	0.8	"0.55885"
"GO:0044030"	"regulation of DNA methylation"	17	1	0.8	"0.55885"
"GO:0050873"	"brown fat cell differentiation"	39	2	1.83	"0.55887"
"GO:0030041"	"actin filament polymerization"	161	7	7.56	"0.55931"
"GO:0050776"	"regulation of immune response"	596	35	27.99	"0.56017"
"GO:0007623"	"circadian rhythm"	191	15	8.97	"0.56126"
"GO:0000956"	"nuclear-transcribed mRNA catabolic proce..."	194	5	9.11	"0.56146"
"GO:0031100"	"animal organ regeneration"	62	3	2.91	"0.56239"
"GO:0001894"	"tissue homeostasis"	202	19	9.49	"0.56257"
"GO:0050767"	"regulation of neurogenesis"	755	61	35.46	"0.56304"
"GO:0048565"	"digestive tract development"	99	7	4.65	"0.56463"
"GO:0034113"	"heterotypic cell-cell adhesion"	40	2	1.88	"0.56664"
"GO:0042220"	"response to cocaine"	40	2	1.88	"0.56664"
"GO:0007595"	"lactation"	40	2	1.88	"0.56664"
"GO:0015695"	"organic cation transport"	40	2	1.88	"0.56664"
"GO:0048589"	"developmental growth"	556	40	26.12	"0.56713"
"GO:0043280"	"positive regulation of cysteine-type end..."	108	3	5.07	"0.56862"
"GO:0032869"	"cellular response to insulin stimulus"	193	12	9.07	"0.57008"
"GO:0045582"	"positive regulation of T cell differenti..."	63	3	2.96	"0.57335"
"GO:0008284"	"positive regulation of cell population p..."	709	41	33.3	"0.57337"
"GO:0071560"	"cellular response to transforming growth..."	216	16	10.15	"0.57490"
"GO:1901135"	"carbohydrate derivative metabolic proces..."	929	51	43.64	"0.57490"
"GO:0098739"	"import across plasma membrane"	131	11	6.15	"0.57673"
"GO:0050778"	"positive regulation of immune response"	435	24	20.43	"0.57747"
"GO:0043551"	"regulation of phosphatidylinositol 3-kin..."	43	5	2.02	"0.57788"
"GO:0043087"	"regulation of GTPase activity"	418	22	19.63	"0.57807"
"GO:0006090"	"pyruvate metabolic process"	135	9	6.34	"0.57807"
"GO:0033273"	"response to vitamin"	71	6	3.33	"0.57807"
"GO:0021879"	"forebrain neuron differentiation"	49	4	2.3	"0.57866"
"GO:0006397"	"mRNA processing"	474	23	22.26	"0.57867"
"GO:2000781"	"positive regulation of double-strand bre..."	28	2	1.32	"0.57927"
"GO:0010155"	"regulation of proton transport"	18	1	0.85	"0.57960"
"GO:1901687"	"glutathione derivative biosynthetic proc..."	18	1	0.85	"0.57960"
"GO:0002089"	"lens morphogenesis in camera-type eye"	18	1	0.85	"0.57960"
"GO:0002076"	"osteoblast development"	18	1	0.85	"0.57960"
"GO:0050860"	"negative regulation of T cell receptor s..."	18	1	0.85	"0.57960"
"GO:0044458"	"motile cilium assembly"	18	1	0.85	"0.57960"
"GO:0071318"	"cellular response to ATP"	18	1	0.85	"0.57960"
"GO:0051349"	"positive regulation of lyase activity"	18	1	0.85	"0.57960"
"GO:0032332"	"positive regulation of chondrocyte diffe..."	18	1	0.85	"0.57960"
"GO:0014850"	"response to muscle activity"	18	1	0.85	"0.57960"
"GO:2000369"	"regulation of clathrin-dependent endocyt..."	18	1	0.85	"0.57960"
"GO:0031281"	"positive regulation of cyclase activity"	18	1	0.85	"0.57960"
"GO:0072574"	"hepatocyte proliferation"	18	1	0.85	"0.57960"
"GO:0035372"	"protein localization to microtubule"	18	1	0.85	"0.57960"
"GO:0099010"	"modification of postsynaptic structure"	18	1	0.85	"0.57960"
"GO:0033962"	"P-body assembly"	18	1	0.85	"0.57960"
"GO:0006825"	"copper ion transport"	18	1	0.85	"0.57960"
"GO:0060396"	"growth hormone receptor signaling pathwa..."	18	1	0.85	"0.57960"
"GO:0051957"	"positive regulation of amino acid transp..."	18	1	0.85	"0.57960"
"GO:0001913"	"T cell mediated cytotoxicity"	18	1	0.85	"0.57960"
"GO:0031998"	"regulation of fatty acid beta-oxidation"	18	1	0.85	"0.57960"
"GO:0045662"	"negative regulation of myoblast differen..."	18	1	0.85	"0.57960"
"GO:0006081"	"cellular aldehyde metabolic process"	55	3	2.58	"0.57987"
"GO:0007588"	"excretion"	41	2	1.93	"0.58018"
"GO:0051651"	"maintenance of location in cell"	170	7	7.98	"0.58029"
"GO:0010950"	"positive regulation of endopeptidase act..."	140	5	6.58	"0.58065"
"GO:0007259"	"receptor signaling pathway via JAK-STAT"	96	2	4.51	"0.58121"
"GO:0008219"	"cell death"	1760	105	82.67	"0.58353"
"GO:0042391"	"regulation of membrane potential"	376	27	17.66	"0.58392"
"GO:0051056"	"regulation of small GTPase mediated sign..."	288	20	13.53	"0.58399"
"GO:0007200"	"phospholipase C-activating G protein-cou..."	64	3	3.01	"0.58413"
"GO:0071407"	"cellular response to organic cyclic comp..."	474	33	22.26	"0.58540"
"GO:0043066"	"negative regulation of apoptotic process"	722	47	33.91	"0.58793"
"GO:0009267"	"cellular response to starvation"	142	11	6.67	"0.58980"
"GO:0010035"	"response to inorganic substance"	450	24	21.14	"0.59078"
"GO:0019722"	"calcium-mediated signaling"	163	11	7.66	"0.59091"
"GO:0006487"	"protein N-linked glycosylation"	70	5	3.29	"0.59188"
"GO:0008344"	"adult locomotory behavior"	68	4	3.19	"0.59270"
"GO:0034198"	"cellular response to amino acid starvati..."	42	2	1.97	"0.59340"
"GO:0014047"	"glutamate secretion"	42	2	1.97	"0.59340"
"GO:0019725"	"cellular homeostasis"	741	43	34.8	"0.59414"
"GO:1903827"	"regulation of cellular protein localizat..."	504	30	23.67	"0.59543"
"GO:0043542"	"endothelial cell migration"	174	14	8.17	"0.59584"
