"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:0090685"	"RNA localization to nucleus"	19	2	0.51	"1.00000"
"GO:0006937"	"regulation of muscle contraction"	131	3	3.51	"1.00000"
"GO:0032105"	"negative regulation of response to extra..."	12	1	0.32	"1.00000"
"GO:0009855"	"determination of bilateral symmetry"	109	1	2.92	"1.00000"
"GO:0035023"	"regulation of Rho protein signal transdu..."	68	1	1.82	"1.00000"
"GO:0006939"	"smooth muscle contraction"	91	1	2.44	"1.00000"
"GO:0032107"	"regulation of response to nutrient level..."	22	2	0.59	"1.00000"
"GO:0048518"	"positive regulation of biological proces..."	4874	129	130.61	"1.00000"
"GO:0098656"	"anion transmembrane transport"	258	6	6.91	"1.00000"
"GO:0032108"	"negative regulation of response to nutri..."	12	1	0.32	"1.00000"
"GO:0048519"	"negative regulation of biological proces..."	4465	147	119.65	"1.00000"
"GO:0019751"	"polyol metabolic process"	108	3	2.89	"1.00000"
"GO:0019752"	"carboxylic acid metabolic process"	840	17	22.51	"1.00000"
"GO:0003407"	"neural retina development"	66	1	1.77	"1.00000"
"GO:1901606"	"alpha-amino acid catabolic process"	80	1	2.14	"1.00000"
"GO:0090670"	"RNA localization to Cajal body"	19	2	0.51	"1.00000"
"GO:0090671"	"telomerase RNA localization to Cajal bod..."	19	2	0.51	"1.00000"
"GO:0010562"	"positive regulation of phosphorus metabo..."	897	30	24.04	"1.00000"
"GO:0090672"	"telomerase RNA localization"	19	2	0.51	"1.00000"
"GO:0010563"	"negative regulation of phosphorus metabo..."	489	9	13.1	"1.00000"
"GO:0030510"	"regulation of BMP signaling pathway"	77	1	2.06	"1.00000"
"GO:0010564"	"regulation of cell cycle process"	678	21	18.17	"1.00000"
"GO:0010565"	"regulation of cellular ketone metabolic ..."	159	6	4.26	"1.00000"
"GO:0009887"	"animal organ morphogenesis"	886	16	23.74	"1.00000"
"GO:0030516"	"regulation of axon extension"	94	2	2.52	"1.00000"
"GO:0009889"	"regulation of biosynthetic process"	3500	98	93.79	"1.00000"
"GO:0002237"	"response to molecule of bacterial origin"	223	7	5.98	"1.00000"
"GO:0030518"	"intracellular steroid hormone receptor s..."	97	2	2.6	"1.00000"
"GO:0001823"	"mesonephros development"	90	1	2.41	"1.00000"
"GO:0001824"	"blastocyst development"	89	2	2.38	"1.00000"
"GO:0048534"	"hematopoietic or lymphoid organ developm..."	716	24	19.19	"1.00000"
"GO:0010556"	"regulation of macromolecule biosynthetic..."	3316	93	88.86	"1.00000"
"GO:0043486"	"histone exchange"	37	1	0.99	"1.00000"
"GO:0010557"	"positive regulation of macromolecule bio..."	1533	40	41.08	"1.00000"
"GO:0043487"	"regulation of RNA stability"	172	5	4.61	"1.00000"
"GO:0051567"	"histone H3-K9 methylation"	35	1	0.94	"1.00000"
"GO:0071514"	"genetic imprinting"	21	1	0.56	"1.00000"
"GO:0010559"	"regulation of glycoprotein biosynthetic ..."	36	1	0.96	"1.00000"
"GO:0051569"	"regulation of histone H3-K4 methylation"	24	1	0.64	"1.00000"
"GO:0008652"	"cellular amino acid biosynthetic process"	70	1	1.88	"1.00000"
"GO:0061572"	"actin filament bundle organization"	135	4	3.62	"1.00000"
"GO:0006900"	"vesicle budding from membrane"	104	2	2.79	"1.00000"
"GO:0006901"	"vesicle coating"	67	2	1.8	"1.00000"
"GO:0043470"	"regulation of carbohydrate catabolic pro..."	79	1	2.12	"1.00000"
"GO:0006903"	"vesicle targeting"	89	2	2.38	"1.00000"
"GO:0032291"	"axon ensheathment in central nervous sys..."	17	1	0.46	"1.00000"
"GO:0032292"	"peripheral nervous system axon ensheathm..."	25	2	0.67	"1.00000"
"GO:0001816"	"cytokine production"	529	12	14.18	"1.00000"
"GO:0001817"	"regulation of cytokine production"	485	11	13	"1.00000"
"GO:0001818"	"negative regulation of cytokine producti..."	182	2	4.88	"1.00000"
"GO:0001819"	"positive regulation of cytokine producti..."	301	7	8.07	"1.00000"
"GO:0006909"	"phagocytosis"	198	3	5.31	"1.00000"
"GO:1903725"	"regulation of phospholipid metabolic pro..."	74	3	1.98	"1.00000"
"GO:0086001"	"cardiac muscle cell action potential"	62	1	1.66	"1.00000"
"GO:0071548"	"response to dexamethasone"	35	2	0.94	"1.00000"
"GO:0019722"	"calcium-mediated signaling"	163	3	4.37	"1.00000"
"GO:0086003"	"cardiac muscle cell contraction"	62	1	1.66	"1.00000"
"GO:0019724"	"B cell mediated immunity"	72	2	1.93	"1.00000"
"GO:0001841"	"neural tube formation"	103	1	2.76	"1.00000"
"GO:0019725"	"cellular homeostasis"	741	17	19.86	"1.00000"
"GO:0042267"	"natural killer cell mediated cytotoxicit..."	30	1	0.8	"1.00000"
"GO:0010573"	"vascular endothelial growth factor produ..."	25	1	0.67	"1.00000"
"GO:0002200"	"somatic diversification of immune recept..."	60	3	1.61	"1.00000"
"GO:0010574"	"regulation of vascular endothelial growt..."	23	1	0.62	"1.00000"
"GO:0002204"	"somatic recombination of immunoglobulin ..."	37	2	0.99	"1.00000"
"GO:0051588"	"regulation of neurotransmitter transport"	112	1	3	"1.00000"
"GO:0002208"	"somatic diversification of immunoglobuli..."	37	2	0.99	"1.00000"
"GO:0061512"	"protein localization to cilium"	53	1	1.42	"1.00000"
"GO:0061515"	"myeloid cell development"	53	3	1.42	"1.00000"
"GO:0042255"	"ribosome assembly"	59	10	1.58	"1.00000"
"GO:0010522"	"regulation of calcium ion transport into..."	76	3	2.04	"1.00000"
"GO:0043412"	"macromolecule modification"	3650	84	97.81	"1.00000"
"GO:0010523"	"negative regulation of calcium ion trans..."	13	1	0.35	"1.00000"
"GO:0043413"	"macromolecule glycosylation"	220	3	5.9	"1.00000"
"GO:0043414"	"macromolecule methylation"	251	5	6.73	"1.00000"
"GO:0001837"	"epithelial to mesenchymal transition"	129	1	3.46	"1.00000"
"GO:0001838"	"embryonic epithelial tube formation"	119	1	3.19	"1.00000"
"GO:1903747"	"regulation of establishment of protein l..."	66	4	1.77	"1.00000"
"GO:1903749"	"positive regulation of establishment of ..."	53	2	1.42	"1.00000"
"GO:0008625"	"extrinsic apoptotic signaling pathway vi..."	77	1	2.06	"1.00000"
"GO:0021700"	"developmental maturation"	219	5	5.87	"1.00000"
"GO:0019748"	"secondary metabolic process"	44	1	1.18	"1.00000"
"GO:0010517"	"regulation of phospholipase activity"	54	1	1.45	"1.00000"
"GO:1902579"	"multi-organism localization"	60	2	1.61	"1.00000"
"GO:0010518"	"positive regulation of phospholipase act..."	45	1	1.21	"1.00000"
"GO:0008610"	"lipid biosynthetic process"	584	12	15.65	"1.00000"
"GO:0032269"	"negative regulation of cellular protein ..."	858	16	22.99	"1.00000"
"GO:0019730"	"antimicrobial humoral response"	28	3	0.75	"1.00000"
"GO:0046928"	"regulation of neurotransmitter secretion"	99	1	2.65	"1.00000"
"GO:0042278"	"purine nucleoside metabolic process"	52	2	1.39	"1.00000"
"GO:0002790"	"peptide secretion"	373	10	10	"1.00000"
"GO:0043433"	"negative regulation of DNA-binding trans..."	137	4	3.67	"1.00000"
"GO:0002791"	"regulation of peptide secretion"	278	8	7.45	"1.00000"
"GO:0002792"	"negative regulation of peptide secretion"	68	2	1.82	"1.00000"
"GO:0071501"	"cellular response to sterol depletion"	14	1	0.38	"1.00000"
"GO:0002793"	"positive regulation of peptide secretion"	136	2	3.64	"1.00000"
"GO:0043436"	"oxoacid metabolic process"	914	19	24.49	"1.00000"
"GO:0032259"	"methylation"	296	5	7.93	"1.00000"
"GO:0042221"	"response to chemical"	3361	81	90.06	"1.00000"
"GO:0046916"	"cellular transition metal ion homeostasi..."	86	2	2.3	"1.00000"
"GO:0008645"	"hexose transmembrane transport"	80	3	2.14	"1.00000"
"GO:0003158"	"endothelium development"	103	3	2.76	"1.00000"
"GO:0003159"	"morphogenesis of an endothelium"	16	1	0.43	"1.00000"
"GO:0046942"	"carboxylic acid transport"	271	7	7.26	"1.00000"
"GO:0008631"	"intrinsic apoptotic signaling pathway in..."	39	1	1.05	"1.00000"
"GO:1904292"	"regulation of ERAD pathway"	30	1	0.8	"1.00000"
"GO:0046949"	"fatty-acyl-CoA biosynthetic process"	28	1	0.75	"1.00000"
"GO:0032270"	"positive regulation of cellular protein ..."	1305	43	34.97	"1.00000"
"GO:0032271"	"regulation of protein polymerization"	196	10	5.25	"1.00000"
"GO:0032272"	"negative regulation of protein polymeriz..."	65	6	1.74	"1.00000"
"GO:0032273"	"positive regulation of protein polymeriz..."	115	3	3.08	"1.00000"
"GO:1902547"	"regulation of cellular response to vascu..."	17	1	0.46	"1.00000"
"GO:0006090"	"pyruvate metabolic process"	135	1	3.62	"1.00000"
"GO:1903706"	"regulation of hemopoiesis"	364	13	9.75	"1.00000"
"GO:0006091"	"generation of precursor metabolites and ..."	432	21	11.58	"1.00000"
"GO:0098609"	"cell-cell adhesion"	679	12	18.19	"1.00000"
"GO:1903708"	"positive regulation of hemopoiesis"	154	5	4.13	"1.00000"
"GO:0006096"	"glycolytic process"	102	1	2.73	"1.00000"
"GO:0046939"	"nucleotide phosphorylation"	121	1	3.24	"1.00000"
"GO:1902531"	"regulation of intracellular signal trans..."	1501	41	40.22	"1.00000"
"GO:0042246"	"tissue regeneration"	51	1	1.37	"1.00000"
"GO:0043401"	"steroid hormone mediated signaling pathw..."	120	2	3.22	"1.00000"
"GO:1902532"	"negative regulation of intracellular sig..."	437	11	11.71	"1.00000"
"GO:1902533"	"positive regulation of intracellular sig..."	810	24	21.71	"1.00000"
"GO:0002761"	"regulation of myeloid leukocyte differen..."	87	5	2.33	"1.00000"
"GO:0002762"	"negative regulation of myeloid leukocyte..."	37	2	0.99	"1.00000"
"GO:0043405"	"regulation of MAP kinase activity"	288	9	7.72	"1.00000"
"GO:0071692"	"protein localization to extracellular re..."	350	9	9.38	"1.00000"
"GO:0002764"	"immune response-regulating signaling pat..."	293	7	7.85	"1.00000"
"GO:0043407"	"negative regulation of MAP kinase activi..."	65	1	1.74	"1.00000"
"GO:0043408"	"regulation of MAPK cascade"	572	13	15.33	"1.00000"
"GO:0071695"	"anatomical structure maturation"	169	5	4.53	"1.00000"
"GO:0043409"	"negative regulation of MAPK cascade"	149	1	3.99	"1.00000"
"GO:0002768"	"immune response-regulating cell surface ..."	291	7	7.8	"1.00000"
"GO:0048660"	"regulation of smooth muscle cell prolife..."	114	4	3.05	"1.00000"
"GO:0032210"	"regulation of telomere maintenance via t..."	51	1	1.37	"1.00000"
"GO:1990928"	"response to amino acid starvation"	45	1	1.21	"1.00000"
"GO:0010506"	"regulation of autophagy"	319	11	8.55	"1.00000"
"GO:0002753"	"cytoplasmic pattern recognition receptor..."	58	1	1.55	"1.00000"
"GO:0048666"	"neuron development"	1030	21	27.6	"1.00000"
"GO:0048667"	"cell morphogenesis involved in neuron di..."	560	9	15.01	"1.00000"
"GO:0048668"	"collateral sprouting"	24	1	0.64	"1.00000"
"GO:0002756"	"MyD88-independent toll-like receptor sig..."	30	1	0.8	"1.00000"
"GO:0002757"	"immune response-activating signal transd..."	268	5	7.18	"1.00000"
"GO:0034390"	"smooth muscle cell apoptotic process"	18	1	0.48	"1.00000"
"GO:0002758"	"innate immune response-activating signal..."	93	1	2.49	"1.00000"
"GO:0034391"	"regulation of smooth muscle cell apoptot..."	18	1	0.48	"1.00000"
"GO:0051503"	"adenine nucleotide transport"	28	1	0.75	"1.00000"
"GO:0009593"	"detection of chemical stimulus"	60	1	1.61	"1.00000"
"GO:1905475"	"regulation of protein localization to me..."	174	2	4.66	"1.00000"
"GO:1905477"	"positive regulation of protein localizat..."	112	2	3	"1.00000"
"GO:0048659"	"smooth muscle cell proliferation"	115	4	3.08	"1.00000"
"GO:0046903"	"secretion"	1206	32	32.32	"1.00000"
"GO:0046907"	"intracellular transport"	1574	80	42.18	"1.00000"
"GO:0006066"	"alcohol metabolic process"	301	7	8.07	"1.00000"
"GO:0032239"	"regulation of nucleobase-containing comp..."	19	1	0.51	"1.00000"
"GO:0048675"	"axon extension"	119	2	3.19	"1.00000"
"GO:0001568"	"blood vessel development"	545	10	14.6	"1.00000"
"GO:0099587"	"inorganic ion import across plasma membr..."	77	1	2.06	"1.00000"
"GO:0034368"	"protein-lipid complex remodeling"	15	1	0.4	"1.00000"
"GO:0051693"	"actin filament capping"	30	2	0.8	"1.00000"
"GO:0034369"	"plasma lipoprotein particle remodeling"	15	1	0.4	"1.00000"
"GO:0021872"	"forebrain generation of neurons"	59	1	1.58	"1.00000"
"GO:0071684"	"organism emergence from protective struc..."	26	1	0.7	"1.00000"
"GO:0002715"	"regulation of natural killer cell mediat..."	17	1	0.46	"1.00000"
"GO:0021879"	"forebrain neuron differentiation"	49	1	1.31	"1.00000"
"GO:0006073"	"cellular glucan metabolic process"	61	1	1.63	"1.00000"
"GO:0032200"	"telomere organization"	138	5	3.7	"1.00000"
"GO:0043161"	"proteasome-mediated ubiquitin-dependent ..."	398	10	10.67	"1.00000"
"GO:0032204"	"regulation of telomere maintenance"	75	2	2.01	"1.00000"
"GO:0071674"	"mononuclear cell migration"	48	4	1.29	"1.00000"
"GO:0071675"	"regulation of mononuclear cell migration"	34	3	0.91	"1.00000"
"GO:0006022"	"aminoglycan metabolic process"	146	4	3.91	"1.00000"
"GO:0006023"	"aminoglycan biosynthetic process"	107	3	2.87	"1.00000"
"GO:0006024"	"glycosaminoglycan biosynthetic process"	101	3	2.71	"1.00000"
"GO:0010660"	"regulation of muscle cell apoptotic proc..."	53	3	1.42	"1.00000"
"GO:0006026"	"aminoglycan catabolic process"	53	2	1.42	"1.00000"
"GO:0010661"	"positive regulation of muscle cell apopt..."	21	1	0.56	"1.00000"
"GO:0048640"	"negative regulation of developmental gro..."	97	2	2.6	"1.00000"
"GO:0001573"	"ganglioside metabolic process"	20	1	0.54	"1.00000"
"GO:0010662"	"regulation of striated muscle cell apopt..."	30	2	0.8	"1.00000"
"GO:0048641"	"regulation of skeletal muscle tissue dev..."	38	1	1.02	"1.00000"
"GO:0009581"	"detection of external stimulus"	101	2	2.71	"1.00000"
"GO:0009582"	"detection of abiotic stimulus"	104	2	2.79	"1.00000"
"GO:0006029"	"proteoglycan metabolic process"	83	2	2.22	"1.00000"
"GO:0010664"	"negative regulation of striated muscle c..."	21	2	0.56	"1.00000"
"GO:0010665"	"regulation of cardiac muscle cell apopto..."	28	2	0.75	"1.00000"
"GO:0071621"	"granulocyte chemotaxis"	59	5	1.58	"1.00000"
"GO:0071622"	"regulation of granulocyte chemotaxis"	33	3	0.88	"1.00000"
"GO:0048646"	"anatomical structure formation involved ..."	874	12	23.42	"1.00000"
"GO:0019884"	"antigen processing and presentation of e..."	145	4	3.89	"1.00000"
"GO:0099514"	"synaptic vesicle cytoskeletal transport"	18	1	0.48	"1.00000"
"GO:0001522"	"pseudouridine synthesis"	18	1	0.48	"1.00000"
"GO:0034377"	"plasma lipoprotein particle assembly"	21	2	0.56	"1.00000"
"GO:0099517"	"synaptic vesicle transport along microtu..."	18	1	0.48	"1.00000"
"GO:0099518"	"vesicle cytoskeletal trafficking"	67	2	1.8	"1.00000"
"GO:0048634"	"regulation of muscle organ development"	114	3	3.05	"1.00000"
"GO:0010656"	"negative regulation of muscle cell apopt..."	31	2	0.83	"1.00000"
"GO:0150063"	"visual system development"	327	3	8.76	"1.00000"
"GO:0010657"	"muscle cell apoptotic process"	56	3	1.5	"1.00000"
"GO:0048636"	"positive regulation of muscle organ deve..."	53	1	1.42	"1.00000"
"GO:0010658"	"striated muscle cell apoptotic process"	32	2	0.86	"1.00000"
"GO:0051668"	"localization within membrane"	89	2	2.38	"1.00000"
"GO:0010659"	"cardiac muscle cell apoptotic process"	30	2	0.8	"1.00000"
"GO:0048638"	"regulation of developmental growth"	284	6	7.61	"1.00000"
"GO:0044344"	"cellular response to fibroblast growth f..."	117	3	3.14	"1.00000"
"GO:0048639"	"positive regulation of developmental gro..."	146	4	3.91	"1.00000"
"GO:0071616"	"acyl-CoA biosynthetic process"	48	1	1.29	"1.00000"
"GO:0044346"	"fibroblast apoptotic process"	18	1	0.48	"1.00000"
"GO:0043170"	"macromolecule metabolic process"	7708	218	206.55	"1.00000"
"GO:0051650"	"establishment of vesicle localization"	193	3	5.17	"1.00000"
"GO:0051651"	"maintenance of location in cell"	170	8	4.56	"1.00000"
"GO:0051653"	"spindle localization"	46	2	1.23	"1.00000"
"GO:0051654"	"establishment of mitochondrion localizat..."	25	1	0.67	"1.00000"
"GO:0051656"	"establishment of organelle localization"	385	12	10.32	"1.00000"
"GO:1903825"	"organic acid transmembrane transport"	126	3	3.38	"1.00000"
"GO:1903827"	"regulation of cellular protein localizat..."	504	16	13.51	"1.00000"
"GO:0034311"	"diol metabolic process"	23	2	0.62	"1.00000"
"GO:0003298"	"physiological muscle hypertrophy"	22	1	0.59	"1.00000"
"GO:0099536"	"synaptic signaling"	660	6	17.69	"1.00000"
"GO:0043122"	"regulation of I-kappaB kinase/NF-kappaB ..."	217	1	5.81	"1.00000"
"GO:1902653"	"secondary alcohol biosynthetic process"	64	2	1.71	"1.00000"
"GO:0099537"	"trans-synaptic signaling"	643	6	17.23	"1.00000"
"GO:0010675"	"regulation of cellular carbohydrate meta..."	116	2	3.11	"1.00000"
"GO:0002703"	"regulation of leukocyte mediated immunit..."	123	5	3.3	"1.00000"
"GO:0010677"	"negative regulation of cellular carbohyd..."	32	1	0.86	"1.00000"
"GO:0002705"	"positive regulation of leukocyte mediate..."	75	3	2.01	"1.00000"
"GO:0002706"	"regulation of lymphocyte mediated immuni..."	81	2	2.17	"1.00000"
"GO:0034340"	"response to type I interferon"	69	1	1.85	"1.00000"
"GO:0034341"	"response to interferon-gamma"	139	2	3.72	"1.00000"
"GO:0002709"	"regulation of T cell mediated immunity"	39	1	1.05	"1.00000"
"GO:0061614"	"pri-miRNA transcription by RNA polymeras..."	46	2	1.23	"1.00000"
"GO:0043112"	"receptor metabolic process"	168	2	4.5	"1.00000"
"GO:0051674"	"localization of cell"	1285	32	34.43	"1.00000"
"GO:0043114"	"regulation of vascular permeability"	37	1	0.99	"1.00000"
"GO:2001056"	"positive regulation of cysteine-type end..."	122	4	3.27	"1.00000"
"GO:2001057"	"reactive nitrogen species metabolic proc..."	59	1	1.58	"1.00000"
"GO:0001539"	"cilium or flagellum-dependent cell motil..."	81	1	2.17	"1.00000"
"GO:1903844"	"regulation of cellular response to trans..."	112	2	3	"1.00000"
"GO:0033173"	"calcineurin-NFAT signaling cascade"	36	1	0.96	"1.00000"
"GO:0048608"	"reproductive structure development"	362	9	9.7	"1.00000"
"GO:1903845"	"negative regulation of cellular response..."	76	1	2.04	"1.00000"
"GO:0150076"	"neuroinflammatory response"	41	1	1.1	"1.00000"
"GO:0048609"	"multicellular organismal reproductive pr..."	597	13	16	"1.00000"
"GO:0034330"	"cell junction organization"	631	13	16.91	"1.00000"
"GO:0061641"	"CENP-A containing chromatin organization"	26	1	0.7	"1.00000"
"GO:0034331"	"cell junction maintenance"	28	1	0.75	"1.00000"
"GO:0061647"	"histone H3-K9 modification"	46	1	1.23	"1.00000"
"GO:0010611"	"regulation of cardiac muscle hypertrophy"	46	2	1.23	"1.00000"
"GO:0043144"	"snoRNA processing"	13	1	0.35	"1.00000"
"GO:1902679"	"negative regulation of RNA biosynthetic ..."	1107	26	29.66	"1.00000"
"GO:0032768"	"regulation of monooxygenase activity"	44	1	1.18	"1.00000"
"GO:0072594"	"establishment of protein localization to..."	533	50	14.28	"1.00000"
"GO:0042772"	"DNA damage response, signal transduction..."	17	3	0.46	"1.00000"
"GO:0072595"	"maintenance of protein localization in o..."	42	2	1.13	"1.00000"
"GO:0042773"	"ATP synthesis coupled electron transport"	80	13	2.14	"1.00000"
"GO:0099504"	"synaptic vesicle cycle"	192	1	5.14	"1.00000"
"GO:0042775"	"mitochondrial ATP synthesis coupled elec..."	79	13	2.12	"1.00000"
"GO:0072599"	"establishment of protein localization to..."	112	36	3	"1.00000"
"GO:0010644"	"cell communication by electrical couplin..."	27	1	0.72	"1.00000"
"GO:0010646"	"regulation of cell communication"	2926	64	78.41	"1.00000"
"GO:0010647"	"positive regulation of cell communicatio..."	1472	32	39.44	"1.00000"
"GO:0071604"	"transforming growth factor beta producti..."	29	1	0.78	"1.00000"
"GO:2001020"	"regulation of response to DNA damage sti..."	199	6	5.33	"1.00000"
"GO:0051640"	"organelle localization"	591	16	15.84	"1.00000"
"GO:0051641"	"cellular localization"	2976	111	79.75	"1.00000"
"GO:0010631"	"epithelial cell migration"	242	6	6.48	"1.00000"
"GO:0010632"	"regulation of epithelial cell migration"	192	5	5.14	"1.00000"
"GO:2001022"	"positive regulation of response to DNA d..."	88	3	2.36	"1.00000"
"GO:0001505"	"regulation of neurotransmitter levels"	219	1	5.87	"1.00000"
"GO:0010634"	"positive regulation of epithelial cell m..."	127	4	3.4	"1.00000"
"GO:0032784"	"regulation of DNA-templated transcriptio..."	46	3	1.23	"1.00000"
"GO:2001026"	"regulation of endothelial cell chemotaxi..."	17	1	0.46	"1.00000"
"GO:0032785"	"negative regulation of DNA-templated tra..."	15	1	0.4	"1.00000"
"GO:0001508"	"action potential"	119	2	3.19	"1.00000"
"GO:0051646"	"mitochondrion localization"	43	1	1.15	"1.00000"
"GO:0051647"	"nucleus localization"	26	1	0.7	"1.00000"
"GO:0010638"	"positive regulation of organelle organiz..."	552	14	14.79	"1.00000"
"GO:0051648"	"vesicle localization"	209	3	5.6	"1.00000"
"GO:0010639"	"negative regulation of organelle organiz..."	349	11	9.35	"1.00000"
"GO:0033143"	"regulation of intracellular steroid horm..."	65	2	1.74	"1.00000"
"GO:0051649"	"establishment of localization in cell"	2373	99	63.59	"1.00000"
"GO:0033144"	"negative regulation of intracellular ste..."	29	1	0.78	"1.00000"
"GO:0033135"	"regulation of peptidyl-serine phosphoryl..."	111	3	2.97	"1.00000"
"GO:0042743"	"hydrogen peroxide metabolic process"	32	1	0.86	"1.00000"
"GO:0072567"	"chemokine (C-X-C motif) ligand 2 product..."	11	1	0.29	"1.00000"
"GO:0010604"	"positive regulation of macromolecule met..."	2826	76	75.73	"1.00000"
"GO:0010605"	"negative regulation of macromolecule met..."	2450	91	65.65	"1.00000"
"GO:0010608"	"posttranscriptional regulation of gene e..."	551	17	14.76	"1.00000"
"GO:0036075"	"replacement ossification"	26	2	0.7	"1.00000"
"GO:0051603"	"proteolysis involved in cellular protein..."	669	14	17.93	"1.00000"
"GO:0031589"	"cell-substrate adhesion"	302	9	8.09	"1.00000"
"GO:0051606"	"detection of stimulus"	209	7	5.6	"1.00000"
"GO:0002886"	"regulation of myeloid leukocyte mediated..."	37	2	0.99	"1.00000"
"GO:0002888"	"positive regulation of myeloid leukocyte..."	22	1	0.59	"1.00000"
"GO:0031570"	"DNA integrity checkpoint"	149	6	3.99	"1.00000"
"GO:1903599"	"positive regulation of autophagy of mito..."	19	1	0.51	"1.00000"
"GO:0033108"	"mitochondrial respiratory chain complex ..."	89	15	2.38	"1.00000"
"GO:0031572"	"G2 DNA damage checkpoint"	30	1	0.8	"1.00000"
"GO:1990089"	"response to nerve growth factor"	51	1	1.37	"1.00000"
"GO:0072577"	"endothelial cell apoptotic process"	41	2	1.1	"1.00000"
"GO:0032732"	"positive regulation of interleukin-1 pro..."	32	1	0.86	"1.00000"
"GO:0046031"	"ADP metabolic process"	111	1	2.97	"1.00000"
"GO:0046034"	"ATP metabolic process"	245	17	6.57	"1.00000"
"GO:0016064"	"immunoglobulin mediated immune response"	70	2	1.88	"1.00000"
"GO:0043299"	"leukocyte degranulation"	400	12	10.72	"1.00000"
"GO:0072521"	"purine-containing compound metabolic pro..."	365	9	9.78	"1.00000"
"GO:0072522"	"purine-containing compound biosynthetic ..."	157	6	4.21	"1.00000"
"GO:0072523"	"purine-containing compound catabolic pro..."	46	1	1.23	"1.00000"
"GO:0072524"	"pyridine-containing compound metabolic p..."	33	1	0.88	"1.00000"
"GO:0072525"	"pyridine-containing compound biosyntheti..."	27	1	0.72	"1.00000"
"GO:0072527"	"pyrimidine-containing compound metabolic..."	71	1	1.9	"1.00000"
"GO:0016050"	"vesicle organization"	308	5	8.25	"1.00000"
"GO:1905114"	"cell surface receptor signaling pathway ..."	564	13	15.11	"1.00000"
"GO:0002822"	"regulation of adaptive immune response b..."	93	1	2.49	"1.00000"
"GO:0031529"	"ruffle organization"	48	3	1.29	"1.00000"
"GO:0016052"	"carbohydrate catabolic process"	172	1	4.61	"1.00000"
"GO:0002824"	"positive regulation of adaptive immune r..."	59	1	1.58	"1.00000"
"GO:0016053"	"organic acid biosynthetic process"	274	5	7.34	"1.00000"
"GO:0016054"	"organic acid catabolic process"	234	4	6.27	"1.00000"
"GO:0021587"	"cerebellum morphogenesis"	38	1	1.02	"1.00000"
"GO:0072511"	"divalent inorganic cation transport"	370	8	9.91	"1.00000"
"GO:0001654"	"eye development"	326	3	8.74	"1.00000"
"GO:0001655"	"urogenital system development"	287	8	7.69	"1.00000"
"GO:0001656"	"metanephros development"	74	1	1.98	"1.00000"
"GO:0060993"	"kidney morphogenesis"	82	1	2.2	"1.00000"
"GO:0001657"	"ureteric bud development"	87	1	2.33	"1.00000"
"GO:0021575"	"hindbrain morphogenesis"	41	1	1.1	"1.00000"
"GO:0002819"	"regulation of adaptive immune response"	104	2	2.79	"1.00000"
"GO:0016070"	"RNA metabolic process"	3886	141	104.13	"1.00000"
"GO:0016071"	"mRNA metabolic process"	776	60	20.79	"1.00000"
"GO:0016072"	"rRNA metabolic process"	222	18	5.95	"1.00000"
"GO:0016074"	"snoRNA metabolic process"	15	1	0.4	"1.00000"
"GO:0046006"	"regulation of activated T cell prolifera..."	27	2	0.72	"1.00000"
"GO:1903555"	"regulation of tumor necrosis factor supe..."	72	1	1.93	"1.00000"
"GO:0043269"	"regulation of ion transport"	555	11	14.87	"1.00000"
"GO:0016079"	"synaptic vesicle exocytosis"	115	1	3.08	"1.00000"
"GO:0021510"	"spinal cord development"	94	1	2.52	"1.00000"
"GO:0002831"	"regulation of response to biotic stimulu..."	291	5	7.8	"1.00000"
"GO:0002832"	"negative regulation of response to bioti..."	67	1	1.8	"1.00000"
"GO:0043255"	"regulation of carbohydrate biosynthetic ..."	79	1	2.12	"1.00000"
"GO:0001678"	"cellular glucose homeostasis"	125	2	3.35	"1.00000"
"GO:0002834"	"regulation of response to tumor cell"	10	1	0.27	"1.00000"
"GO:0034470"	"ncRNA processing"	360	20	9.65	"1.00000"
"GO:0044419"	"interspecies interaction between organis..."	1506	73	40.36	"1.00000"
"GO:0043281"	"regulation of cysteine-type endopeptidas..."	174	4	4.66	"1.00000"
"GO:0021543"	"pallium development"	157	3	4.21	"1.00000"
"GO:0033260"	"nuclear DNA replication"	57	3	1.53	"1.00000"
"GO:0060966"	"regulation of gene silencing by RNA"	84	2	2.25	"1.00000"
"GO:0060968"	"regulation of gene silencing"	94	2	2.52	"1.00000"
"GO:0021549"	"cerebellum development"	95	3	2.55	"1.00000"
"GO:1903578"	"regulation of ATP metabolic process"	104	4	2.79	"1.00000"
"GO:1903579"	"negative regulation of ATP metabolic pro..."	22	1	0.59	"1.00000"
"GO:0099643"	"signal release from synapse"	165	1	4.42	"1.00000"
"GO:0070972"	"protein localization to endoplasmic reti..."	139	37	3.72	"1.00000"
"GO:0043270"	"positive regulation of ion transport"	219	6	5.87	"1.00000"
"GO:1904738"	"vascular associated smooth muscle cell m..."	20	1	0.54	"1.00000"
"GO:1900046"	"regulation of hemostasis"	59	3	1.58	"1.00000"
"GO:1900047"	"negative regulation of hemostasis"	35	1	0.94	"1.00000"
"GO:0021533"	"cell differentiation in hindbrain"	22	1	0.59	"1.00000"
"GO:1900048"	"positive regulation of hemostasis"	21	2	0.56	"1.00000"
"GO:0021534"	"cell proliferation in hindbrain"	16	1	0.43	"1.00000"
