"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	231	6	1.77	"0.42111"
"GO:0030334"	"regulation of cell migration"	611	11	4.69	"0.42480"
"GO:0032355"	"response to estradiol"	98	2	0.75	"0.42808"
"GO:0043547"	"positive regulation of GTPase activity"	311	3	2.39	"0.42834"
"GO:0031175"	"neuron projection development"	802	9	6.15	"0.43021"
"GO:0042981"	"regulation of apoptotic process"	1101	15	8.45	"0.43083"
"GO:0000422"	"autophagy of mitochondrion"	73	1	0.56	"0.43105"
"GO:0017015"	"regulation of transforming growth factor..."	98	2	0.75	"0.43242"
"GO:0045165"	"cell fate commitment"	138	3	1.06	"0.43413"
"GO:0001649"	"osteoblast differentiation"	165	4	1.27	"0.43537"
"GO:0045807"	"positive regulation of endocytosis"	74	1	0.57	"0.43544"
"GO:0010468"	"regulation of gene expression"	3535	28	27.12	"0.44211"
"GO:0043312"	"neutrophil degranulation"	318	3	2.44	"0.44260"
"GO:0019886"	"antigen processing and presentation of e..."	76	1	0.58	"0.44413"
"GO:0030838"	"positive regulation of actin filament po..."	77	1	0.59	"0.44842"
"GO:0021549"	"cerebellum development"	77	1	0.59	"0.44842"
"GO:0019216"	"regulation of lipid metabolic process"	309	8	2.37	"0.44844"
"GO:0007596"	"blood coagulation"	195	2	1.5	"0.45230"
"GO:0045471"	"response to ethanol"	78	1	0.6	"0.45268"
"GO:0097305"	"response to alcohol"	157	2	1.2	"0.45538"
"GO:0005975"	"carbohydrate metabolic process"	462	3	3.54	"0.45639"
"GO:0055085"	"transmembrane transport"	1002	10	7.69	"0.45667"
"GO:0043200"	"response to amino acid"	91	2	0.7	"0.45761"
"GO:0007009"	"plasma membrane organization"	81	1	0.62	"0.46526"
"GO:0007368"	"determination of left/right symmetry"	81	1	0.62	"0.46526"
"GO:0006400"	"tRNA modification"	82	1	0.63	"0.46940"
"GO:0007626"	"locomotory behavior"	140	2	1.07	"0.47132"
"GO:0006397"	"mRNA processing"	461	4	3.54	"0.47717"
"GO:0060041"	"retina development in camera-type eye"	101	2	0.77	"0.47818"
"GO:0099175"	"regulation of postsynapse organization"	85	1	0.65	"0.48160"
"GO:0042158"	"lipoprotein biosynthetic process"	85	1	0.65	"0.48160"
"GO:0006626"	"protein targeting to mitochondrion"	86	1	0.66	"0.48561"
"GO:0072089"	"stem cell proliferation"	87	1	0.67	"0.48958"
"GO:0007605"	"sensory perception of sound"	88	1	0.68	"0.49353"
"GO:0030307"	"positive regulation of cell growth"	127	2	0.97	"0.49464"
"GO:0048593"	"camera-type eye morphogenesis"	89	1	0.68	"0.49745"
"GO:0051651"	"maintenance of location in cell"	150	3	1.15	"0.49898"
"GO:0009952"	"anterior/posterior pattern specification"	117	2	0.9	"0.50199"
"GO:0031124"	"mRNA 3'-end processing"	93	1	0.71	"0.51281"
"GO:1902600"	"proton transmembrane transport"	93	1	0.71	"0.51281"
"GO:0051054"	"positive regulation of DNA metabolic pro..."	160	3	1.23	"0.51422"
"GO:0014070"	"response to organic cyclic compound"	630	8	4.83	"0.52243"
"GO:0042752"	"regulation of circadian rhythm"	98	1	0.75	"0.53136"
"GO:0051897"	"positive regulation of protein kinase B ..."	101	1	0.77	"0.54216"
"GO:0055114"	"oxidation-reduction process"	726	8	5.57	"0.54474"
"GO:0006406"	"mRNA export from nucleus"	103	1	0.79	"0.54922"
"GO:0010822"	"positive regulation of mitochondrion org..."	105	1	0.81	"0.55617"
"GO:0030509"	"BMP signaling pathway"	108	1	0.83	"0.56640"
"GO:0016310"	"phosphorylation"	1747	16	13.4	"0.56790"
"GO:0006909"	"phagocytosis"	169	3	1.3	"0.56987"
"GO:0001889"	"liver development"	110	1	0.84	"0.57309"
"GO:0035264"	"multicellular organism growth"	111	1	0.85	"0.57640"
"GO:0007507"	"heart development"	419	5	3.21	"0.58536"
"GO:0051092"	"positive regulation of NF-kappaB transcr..."	114	1	0.87	"0.58617"
"GO:0045727"	"positive regulation of translation"	115	1	0.88	"0.58937"
"GO:0030336"	"negative regulation of cell migration"	183	4	1.4	"0.59127"
"GO:0017148"	"negative regulation of translation"	117	1	0.9	"0.59571"
"GO:0035195"	"gene silencing by miRNA"	117	1	0.9	"0.59571"
"GO:0006606"	"protein import into nucleus"	119	1	0.91	"0.60196"
"GO:0008360"	"regulation of cell shape"	120	1	0.92	"0.60504"
"GO:2000027"	"regulation of animal organ morphogenesis"	188	2	1.44	"0.60606"
"GO:0010212"	"response to ionizing radiation"	121	1	0.93	"0.60810"
"GO:0032869"	"cellular response to insulin stimulus"	176	2	1.35	"0.61166"
"GO:0001819"	"positive regulation of cytokine producti..."	236	6	1.81	"0.61366"
"GO:0030324"	"lung development"	123	1	0.94	"0.61416"
"GO:0098609"	"cell-cell adhesion"	553	7	4.24	"0.61968"
"GO:0006508"	"proteolysis"	1263	8	9.69	"0.62057"
"GO:0007565"	"female pregnancy"	127	1	0.97	"0.62599"
"GO:0001764"	"neuron migration"	127	1	0.97	"0.62599"
"GO:1903364"	"positive regulation of cellular protein ..."	127	1	0.97	"0.62599"
"GO:0045931"	"positive regulation of mitotic cell cycl..."	128	1	0.98	"0.62889"
"GO:0071347"	"cellular response to interleukin-1"	128	1	0.98	"0.62889"
"GO:0048839"	"inner ear development"	129	1	0.99	"0.63177"
"GO:0009755"	"hormone-mediated signaling pathway"	130	1	1	"0.63463"
"GO:0048813"	"dendrite morphogenesis"	131	1	1	"0.63746"
"GO:0043687"	"post-translational protein modification"	292	2	2.24	"0.66003"
"GO:0006364"	"rRNA processing"	214	2	1.64	"0.66280"
"GO:0031669"	"cellular response to nutrient levels"	176	2	1.35	"0.67425"
"GO:0016482"	"cytosolic transport"	145	1	1.11	"0.67494"
"GO:1905330"	"regulation of morphogenesis of an epithe..."	147	1	1.13	"0.67997"
"GO:0007219"	"Notch signaling pathway"	147	1	1.13	"0.67997"
"GO:0030177"	"positive regulation of Wnt signaling pat..."	148	1	1.14	"0.68246"
"GO:0043123"	"positive regulation of I-kappaB kinase/N..."	151	1	1.16	"0.68981"
"GO:0007204"	"positive regulation of cytosolic calcium..."	151	1	1.16	"0.68981"
"GO:0007275"	"multicellular organism development"	3615	38	27.73	"0.69017"
"GO:0007399"	"nervous system development"	1817	20	13.94	"0.70766"
"GO:0051607"	"defense response to virus"	161	1	1.24	"0.71311"
"GO:0000398"	"mRNA splicing, via spliceosome"	323	3	2.48	"0.72084"
"GO:0051726"	"regulation of cell cycle"	1003	5	7.69	"0.72175"
"GO:0042594"	"response to starvation"	165	1	1.27	"0.72193"
"GO:0006468"	"protein phosphorylation"	1400	14	10.74	"0.72254"
"GO:0061136"	"regulation of proteasomal protein catabo..."	167	1	1.28	"0.72624"
"GO:0045087"	"innate immune response"	464	5	3.56	"0.74338"
"GO:0030855"	"epithelial cell differentiation"	391	6	3	"0.74642"
"GO:0007420"	"brain development"	577	7	4.43	"0.74991"
"GO:0045787"	"positive regulation of cell cycle"	309	2	2.37	"0.75459"
"GO:0021537"	"telencephalon development"	200	2	1.53	"0.75501"
"GO:0006898"	"receptor-mediated endocytosis"	184	1	1.41	"0.76032"
"GO:0070588"	"calcium ion transmembrane transport"	185	1	1.42	"0.76219"
"GO:0018205"	"peptidyl-lysine modification"	336	2	2.58	"0.76649"
"GO:0031331"	"positive regulation of cellular cataboli..."	326	2	2.5	"0.77153"
"GO:0045088"	"regulation of innate immune response"	191	1	1.47	"0.77311"
"GO:0035556"	"intracellular signal transduction"	2011	13	15.43	"0.77719"
"GO:0046907"	"intracellular transport"	1495	16	11.47	"0.77790"
"GO:0006886"	"intracellular protein transport"	1026	9	7.87	"0.78989"
"GO:0000122"	"negative regulation of transcription by ..."	707	4	5.42	"0.79957"
"GO:0009967"	"positive regulation of signal transducti..."	1134	12	8.7	"0.81877"
"GO:0000082"	"G1/S transition of mitotic cell cycle"	224	1	1.72	"0.82485"
"GO:0071407"	"cellular response to organic cyclic comp..."	405	4	3.11	"0.82842"
"GO:0000086"	"G2/M transition of mitotic cell cycle"	233	1	1.79	"0.83681"
"GO:0072659"	"protein localization to plasma membrane"	235	1	1.8	"0.83935"
"GO:0043065"	"positive regulation of apoptotic process"	502	4	3.85	"0.84547"
"GO:0045892"	"negative regulation of transcription, DN..."	960	5	7.36	"0.86544"
"GO:0009968"	"negative regulation of signal transducti..."	969	9	7.43	"0.86581"
"GO:0030154"	"cell differentiation"	2707	26	20.77	"0.86684"
"GO:0032386"	"regulation of intracellular transport"	297	1	2.28	"0.90147"
"GO:0019221"	"cytokine-mediated signaling pathway"	468	4	3.59	"0.90658"
"GO:0001701"	"in utero embryonic development"	305	1	2.34	"0.90751"
"GO:0007186"	"G protein-coupled receptor signaling pat..."	420	2	3.22	"0.91670"
"GO:0048193"	"Golgi vesicle transport"	330	1	2.53	"0.92412"
"GO:0006644"	"phospholipid metabolic process"	334	1	2.56	"0.92649"
"GO:0048646"	"anatomical structure formation involved ..."	716	9	5.49	"0.93191"
"GO:0007010"	"cytoskeleton organization"	1089	7	8.35	"0.95158"
"GO:0007346"	"regulation of mitotic cell cycle"	554	2	4.25	"0.96468"
"GO:0045786"	"negative regulation of cell cycle"	517	1	3.97	"0.98299"
"GO:0006357"	"regulation of transcription by RNA polym..."	1908	10	14.64	"0.99361"
"GO:0031330"	"negative regulation of cellular cataboli..."	206	1	1.58	"1.00000"
"GO:0046503"	"glycerolipid catabolic process"	41	1	0.31	"1.00000"
"GO:0042310"	"vasoconstriction"	37	2	0.28	"1.00000"
"GO:0031333"	"negative regulation of protein-containin..."	113	3	0.87	"1.00000"
"GO:0060828"	"regulation of canonical Wnt signaling pa..."	239	2	1.83	"1.00000"
"GO:0031334"	"positive regulation of protein-containin..."	192	1	1.47	"1.00000"
"GO:0071417"	"cellular response to organonitrogen comp..."	466	4	3.57	"1.00000"
"GO:0097755"	"positive regulation of blood vessel diam..."	36	2	0.28	"1.00000"
"GO:0090382"	"phagosome maturation"	42	2	0.32	"1.00000"
"GO:0097756"	"negative regulation of blood vessel diam..."	41	2	0.31	"1.00000"
"GO:0106106"	"cold-induced thermogenesis"	98	3	0.75	"1.00000"
"GO:0009199"	"ribonucleoside triphosphate metabolic pr..."	52	1	0.4	"1.00000"
"GO:0060055"	"angiogenesis involved in wound healing"	19	1	0.15	"1.00000"
"GO:0045576"	"mast cell activation"	28	1	0.21	"1.00000"
"GO:0010092"	"specification of animal organ identity"	19	1	0.15	"1.00000"
"GO:0048608"	"reproductive structure development"	299	3	2.29	"1.00000"
"GO:0006720"	"isoprenoid metabolic process"	80	3	0.61	"1.00000"
"GO:0048609"	"multicellular organismal reproductive pr..."	491	1	3.77	"1.00000"
"GO:0006721"	"terpenoid metabolic process"	61	3	0.47	"1.00000"
"GO:0016311"	"dephosphorylation"	372	3	2.85	"1.00000"
"GO:0006725"	"cellular aromatic compound metabolic pro..."	4459	30	34.21	"1.00000"
"GO:0044419"	"interspecies interaction between organis..."	1337	13	10.26	"1.00000"
"GO:0022402"	"cell cycle process"	1146	2	8.79	"1.00000"
"GO:0060840"	"artery development"	66	3	0.51	"1.00000"
"GO:0002573"	"myeloid leukocyte differentiation"	127	1	0.97	"1.00000"
"GO:0009987"	"cellular process"	11068	85	84.91	"1.00000"
"GO:0008064"	"regulation of actin polymerization or de..."	152	4	1.17	"1.00000"
"GO:0022407"	"regulation of cell-cell adhesion"	247	3	1.89	"1.00000"
"GO:0022409"	"positive regulation of cell-cell adhesio..."	150	2	1.15	"1.00000"
"GO:0042330"	"taxis"	401	9	3.08	"1.00000"
"GO:0010883"	"regulation of lipid storage"	37	2	0.28	"1.00000"
"GO:1903311"	"regulation of mRNA metabolic process"	303	1	2.32	"1.00000"
"GO:0060070"	"canonical Wnt signaling pathway"	269	2	2.06	"1.00000"
"GO:0002520"	"immune system development"	653	3	5.01	"1.00000"
"GO:1903313"	"positive regulation of mRNA metabolic pr..."	72	1	0.55	"1.00000"
"GO:0002521"	"leukocyte differentiation"	307	2	2.36	"1.00000"
"GO:1905039"	"carboxylic acid transmembrane transport"	101	1	0.77	"1.00000"
"GO:0061919"	"process utilizing autophagic mechanism"	468	2	3.59	"1.00000"
"GO:1901605"	"alpha-amino acid metabolic process"	140	1	1.07	"1.00000"
"GO:0010874"	"regulation of cholesterol efflux"	23	2	0.18	"1.00000"
"GO:0010876"	"lipid localization"	256	9	1.96	"1.00000"
"GO:0010878"	"cholesterol storage"	15	2	0.12	"1.00000"
"GO:0072163"	"mesonephric epithelium development"	70	3	0.54	"1.00000"
"GO:0009165"	"nucleotide biosynthetic process"	181	1	1.39	"1.00000"
"GO:0072164"	"mesonephric tubule development"	70	3	0.54	"1.00000"
"GO:0043467"	"regulation of generation of precursor me..."	124	1	0.95	"1.00000"
"GO:0010821"	"regulation of mitochondrion organization"	167	2	1.28	"1.00000"
"GO:0120254"	"olefinic compound metabolic process"	67	2	0.51	"1.00000"
"GO:0009150"	"purine ribonucleotide metabolic process"	289	1	2.22	"1.00000"
"GO:0009152"	"purine ribonucleotide biosynthetic proce..."	121	1	0.93	"1.00000"
"GO:0090342"	"regulation of cell aging"	43	1	0.33	"1.00000"
"GO:0000460"	"maturation of 5.8S rRNA"	35	1	0.27	"1.00000"
"GO:0090344"	"negative regulation of cell aging"	22	1	0.17	"1.00000"
"GO:0000462"	"maturation of SSU-rRNA from tricistronic..."	35	1	0.27	"1.00000"
"GO:2000351"	"regulation of endothelial cell apoptotic..."	26	1	0.2	"1.00000"
"GO:0010810"	"regulation of cell-substrate adhesion"	156	3	1.2	"1.00000"
"GO:0000466"	"maturation of 5.8S rRNA from tricistroni..."	25	1	0.19	"1.00000"
"GO:0000469"	"cleavage involved in rRNA processing"	28	1	0.21	"1.00000"
"GO:0010817"	"regulation of hormone levels"	302	7	2.32	"1.00000"
"GO:0042304"	"regulation of fatty acid biosynthetic pr..."	30	1	0.23	"1.00000"
"GO:0009185"	"ribonucleoside diphosphate metabolic pro..."	112	1	0.86	"1.00000"
"GO:0097746"	"regulation of blood vessel diameter"	72	4	0.55	"1.00000"
"GO:0043484"	"regulation of RNA splicing"	138	1	1.06	"1.00000"
"GO:0046660"	"female sex differentiation"	77	1	0.59	"1.00000"
"GO:0046661"	"male sex differentiation"	109	2	0.84	"1.00000"
"GO:0060047"	"heart contraction"	176	2	1.35	"1.00000"
"GO:0060048"	"cardiac muscle contraction"	86	1	0.66	"1.00000"
"GO:0019538"	"protein metabolic process"	4225	32	32.41	"1.00000"
"GO:0044403"	"symbiotic process"	792	7	6.08	"1.00000"
"GO:0072171"	"mesonephric tubule morphogenesis"	43	2	0.33	"1.00000"
"GO:0032411"	"positive regulation of transporter activ..."	76	1	0.58	"1.00000"
"GO:0032412"	"regulation of ion transmembrane transpor..."	183	3	1.4	"1.00000"
"GO:0044409"	"entry into host"	98	2	0.75	"1.00000"
"GO:0043470"	"regulation of carbohydrate catabolic pro..."	72	1	0.55	"1.00000"
"GO:0104004"	"cellular response to environmental stimu..."	247	1	1.89	"1.00000"
"GO:0001568"	"blood vessel development"	457	9	3.51	"1.00000"
"GO:0009179"	"purine ribonucleoside diphosphate metabo..."	109	1	0.84	"1.00000"
"GO:0032418"	"lysosome localization"	50	1	0.38	"1.00000"
"GO:0046651"	"lymphocyte proliferation"	137	2	1.05	"1.00000"
"GO:0008015"	"blood circulation"	308	7	2.36	"1.00000"
"GO:0008016"	"regulation of heart contraction"	154	2	1.18	"1.00000"
"GO:0010833"	"telomere maintenance via telomere length..."	73	1	0.56	"1.00000"
"GO:2000377"	"regulation of reactive oxygen species me..."	126	2	0.97	"1.00000"
"GO:0051260"	"protein homooligomerization"	121	1	0.93	"1.00000"
"GO:2000379"	"positive regulation of reactive oxygen s..."	63	1	0.48	"1.00000"
"GO:0051261"	"protein depolymerization"	93	1	0.71	"1.00000"
"GO:0051262"	"protein tetramerization"	62	1	0.48	"1.00000"
"GO:1903305"	"regulation of regulated secretory pathwa..."	106	2	0.81	"1.00000"
"GO:1903307"	"positive regulation of regulated secreto..."	34	1	0.26	"1.00000"
"GO:0070887"	"cellular response to chemical stimulus"	2212	26	16.97	"1.00000"
"GO:0000478"	"endonucleolytic cleavage involved in rRN..."	16	1	0.12	"1.00000"
"GO:0000479"	"endonucleolytic cleavage of tricistronic..."	16	1	0.12	"1.00000"
"GO:0051250"	"negative regulation of lymphocyte activa..."	79	1	0.61	"1.00000"
"GO:0051251"	"positive regulation of lymphocyte activa..."	158	2	1.21	"1.00000"
"GO:0051252"	"regulation of RNA metabolic process"	2829	17	21.7	"1.00000"
"GO:0051253"	"negative regulation of RNA metabolic pro..."	1069	5	8.2	"1.00000"
"GO:0051254"	"positive regulation of RNA metabolic pro..."	1250	13	9.59	"1.00000"
"GO:0061138"	"morphogenesis of a branching epithelium"	120	4	0.92	"1.00000"
"GO:1990138"	"neuron projection extension"	144	2	1.1	"1.00000"
"GO:0043412"	"macromolecule modification"	3296	17	25.29	"1.00000"
"GO:0009117"	"nucleotide metabolic process"	380	1	2.92	"1.00000"
"GO:0090304"	"nucleic acid metabolic process"	3976	29	30.5	"1.00000"
"GO:0051258"	"protein polymerization"	239	4	1.83	"1.00000"
"GO:0090305"	"nucleic acid phosphodiester bond hydroly..."	255	2	1.96	"1.00000"
"GO:0002504"	"antigen processing and presentation of p..."	78	1	0.6	"1.00000"
"GO:0051259"	"protein complex oligomerization"	163	2	1.25	"1.00000"
"GO:0008037"	"cell recognition"	89	2	0.68	"1.00000"
"GO:0008038"	"neuron recognition"	45	2	0.35	"1.00000"
"GO:0009141"	"nucleoside triphosphate metabolic proces..."	74	1	0.57	"1.00000"
"GO:0009142"	"nucleoside triphosphate biosynthetic pro..."	53	1	0.41	"1.00000"
"GO:0009144"	"purine nucleoside triphosphate metabolic..."	54	1	0.41	"1.00000"
"GO:0009145"	"purine nucleoside triphosphate biosynthe..."	37	1	0.28	"1.00000"
"GO:0060008"	"Sertoli cell differentiation"	17	2	0.13	"1.00000"
"GO:0018193"	"peptidyl-amino acid modification"	960	9	7.36	"1.00000"
"GO:0051270"	"regulation of cellular component movemen..."	701	12	5.38	"1.00000"
"GO:1900271"	"regulation of long-term synaptic potenti..."	39	1	0.3	"1.00000"
"GO:0051271"	"negative regulation of cellular componen..."	216	5	1.66	"1.00000"
"GO:0009132"	"nucleoside diphosphate metabolic process"	125	1	0.96	"1.00000"
"GO:0051272"	"positive regulation of cellular componen..."	379	7	2.91	"1.00000"
"GO:0072132"	"mesenchyme morphogenesis"	37	1	0.28	"1.00000"
"GO:0009135"	"purine nucleoside diphosphate metabolic ..."	109	1	0.84	"1.00000"
"GO:0006897"	"endocytosis"	400	2	3.07	"1.00000"
"GO:0032990"	"cell part morphogenesis"	569	5	4.37	"1.00000"
"GO:2001057"	"reactive nitrogen species metabolic proc..."	48	1	0.37	"1.00000"
"GO:0030730"	"sequestering of triglyceride"	12	1	0.09	"1.00000"
"GO:0018958"	"phenol-containing compound metabolic pro..."	61	1	0.47	"1.00000"
"GO:0051276"	"chromosome organization"	988	2	7.58	"1.00000"
"GO:0043434"	"response to peptide hormone"	324	3	2.49	"1.00000"
"GO:0043436"	"oxoacid metabolic process"	806	7	6.18	"1.00000"
"GO:0035637"	"multicellular organismal signaling"	125	2	0.96	"1.00000"
"GO:0010035"	"response to inorganic substance"	390	7	2.99	"1.00000"
"GO:0071166"	"ribonucleoprotein complex localization"	121	1	0.93	"1.00000"
"GO:0010038"	"response to metal ion"	249	4	1.91	"1.00000"
"GO:0051222"	"positive regulation of protein transport"	259	2	1.99	"1.00000"
"GO:0051223"	"regulation of protein transport"	454	5	3.48	"1.00000"
"GO:0051224"	"negative regulation of protein transport"	94	1	0.72	"1.00000"
"GO:0002690"	"positive regulation of leukocyte chemota..."	51	1	0.39	"1.00000"
"GO:0002691"	"regulation of cellular extravasation"	19	1	0.15	"1.00000"
"GO:0060560"	"developmental growth involved in morphog..."	190	2	1.46	"1.00000"
"GO:0019693"	"ribose phosphate metabolic process"	313	1	2.4	"1.00000"
"GO:0002694"	"regulation of leukocyte activation"	285	3	2.19	"1.00000"
"GO:0060562"	"epithelial tube morphogenesis"	233	3	1.79	"1.00000"
"GO:0032409"	"regulation of transporter activity"	200	3	1.53	"1.00000"
"GO:0002695"	"negative regulation of leukocyte activat..."	92	1	0.71	"1.00000"
"GO:0002696"	"positive regulation of leukocyte activat..."	173	2	1.33	"1.00000"
"GO:0002697"	"regulation of immune effector process"	192	3	1.47	"1.00000"
"GO:0070848"	"response to growth factor"	532	9	4.08	"1.00000"
"GO:0070849"	"response to epidermal growth factor"	41	1	0.31	"1.00000"
"GO:0002699"	"positive regulation of immune effector p..."	95	2	0.73	"1.00000"
"GO:0034103"	"regulation of tissue remodeling"	49	2	0.38	"1.00000"
"GO:0034104"	"negative regulation of tissue remodeling"	16	1	0.12	"1.00000"
"GO:0046649"	"lymphocyte activation"	397	5	3.05	"1.00000"
"GO:0021953"	"central nervous system neuron differenti..."	137	1	1.05	"1.00000"
"GO:0021954"	"central nervous system neuron developmen..."	71	1	0.54	"1.00000"
"GO:1901360"	"organic cyclic compound metabolic proces..."	4597	31	35.27	"1.00000"
"GO:1901361"	"organic cyclic compound catabolic proces..."	517	6	3.97	"1.00000"
"GO:1901362"	"organic cyclic compound biosynthetic pro..."	3253	22	24.96	"1.00000"
"GO:0070838"	"divalent metal ion transport"	283	4	2.17	"1.00000"
"GO:2001020"	"regulation of response to DNA damage sti..."	192	1	1.47	"1.00000"
"GO:2001021"	"negative regulation of response to DNA d..."	72	1	0.55	"1.00000"
"GO:0010594"	"regulation of endothelial cell migration"	115	4	0.88	"1.00000"
"GO:0009100"	"glycoprotein metabolic process"	319	2	2.45	"1.00000"
"GO:0010595"	"positive regulation of endothelial cell ..."	73	2	0.56	"1.00000"
"GO:0051240"	"positive regulation of multicellular org..."	1145	22	8.78	"1.00000"
"GO:0009101"	"glycoprotein biosynthetic process"	266	1	2.04	"1.00000"
"GO:0051241"	"negative regulation of multicellular org..."	782	11	6	"1.00000"
"GO:2001026"	"regulation of endothelial cell chemotaxi..."	15	1	0.12	"1.00000"
"GO:0051246"	"regulation of protein metabolic process"	2027	20	15.55	"1.00000"
"GO:0006869"	"lipid transport"	223	8	1.71	"1.00000"
"GO:0032963"	"collagen metabolic process"	68	2	0.52	"1.00000"
"GO:0016458"	"gene silencing"	181	1	1.39	"1.00000"
"GO:0051247"	"positive regulation of protein metabolic..."	1210	14	9.28	"1.00000"
"GO:0033120"	"positive regulation of RNA splicing"	32	1	0.25	"1.00000"
"GO:0045664"	"regulation of neuron differentiation"	532	9	4.08	"1.00000"
"GO:0032964"	"collagen biosynthetic process"	32	1	0.25	"1.00000"
"GO:0051248"	"negative regulation of protein metabolic..."	823	7	6.31	"1.00000"
"GO:0010001"	"glial cell differentiation"	181	3	1.39	"1.00000"
"GO:0051249"	"regulation of lymphocyte activation"	246	3	1.89	"1.00000"
"GO:0043405"	"regulation of MAP kinase activity"	249	5	1.91	"1.00000"
"GO:0043406"	"positive regulation of MAP kinase activi..."	188	4	1.44	"1.00000"
"GO:0045667"	"regulation of osteoblast differentiation"	89	3	0.68	"1.00000"
"GO:0006090"	"pyruvate metabolic process"	123	1	0.94	"1.00000"
"GO:0006091"	"generation of precursor metabolites and ..."	393	3	3.01	"1.00000"
"GO:0043408"	"regulation of MAPK cascade"	484	9	3.71	"1.00000"
"GO:0043409"	"negative regulation of MAPK cascade"	134	1	1.03	"1.00000"
"GO:0006094"	"gluconeogenesis"	66	1	0.51	"1.00000"
"GO:0006096"	"glycolytic process"	91	1	0.7	"1.00000"
"GO:0051234"	"establishment of localization"	3649	39	27.99	"1.00000"
"GO:0016485"	"protein processing"	145	1	1.11	"1.00000"
"GO:0042476"	"odontogenesis"	80	1	0.61	"1.00000"
"GO:0051235"	"maintenance of location"	230	5	1.76	"1.00000"
"GO:0061298"	"retina vasculature development in camera..."	16	1	0.12	"1.00000"
"GO:0007015"	"actin filament organization"	334	5	2.56	"1.00000"
"GO:0051236"	"establishment of RNA localization"	178	2	1.37	"1.00000"
"GO:0051239"	"regulation of multicellular organismal p..."	2114	30	16.22	"1.00000"
"GO:0032956"	"regulation of actin cytoskeleton organiz..."	277	5	2.13	"1.00000"
"GO:0150063"	"visual system development"	270	7	2.07	"1.00000"
"GO:1904994"	"regulation of leukocyte adhesion to vasc..."	14	1	0.11	"1.00000"
"GO:0007040"	"lysosome organization"	59	2	0.45	"1.00000"
"GO:1902305"	"regulation of sodium ion transmembrane t..."	54	1	0.41	"1.00000"
"GO:0006885"	"regulation of pH"	78	1	0.6	"1.00000"
"GO:0007043"	"cell-cell junction assembly"	97	1	0.74	"1.00000"
"GO:0007044"	"cell-substrate junction assembly"	86	1	0.66	"1.00000"
"GO:0006887"	"exocytosis"	624	8	4.79	"1.00000"
"GO:0021924"	"cell proliferation in external granule l..."	10	1	0.08	"1.00000"
"GO:0016477"	"cell migration"	987	15	7.57	"1.00000"
"GO:0045685"	"regulation of glial cell differentiation"	57	2	0.44	"1.00000"
"GO:0032984"	"protein-containing complex disassembly"	291	1	2.23	"1.00000"
"GO:0007049"	"cell cycle"	1526	8	11.71	"1.00000"
"GO:0045686"	"negative regulation of glial cell differ..."	20	1	0.15	"1.00000"
"GO:0045687"	"positive regulation of glial cell differ..."	34	1	0.26	"1.00000"
"GO:0010562"	"positive regulation of phosphorus metabo..."	747	11	5.73	"1.00000"
"GO:0008584"	"male gonad development"	95	2	0.73	"1.00000"
"GO:0032989"	"cellular component morphogenesis"	625	5	4.79	"1.00000"
"GO:0010563"	"negative regulation of phosphorus metabo..."	440	3	3.38	"1.00000"
"GO:0080090"	"regulation of primary metabolic process"	4419	31	33.9	"1.00000"
"GO:0099172"	"presynapse organization"	36	2	0.28	"1.00000"
"GO:0008585"	"female gonad development"	65	1	0.5	"1.00000"
"GO:1904407"	"positive regulation of nitric oxide meta..."	26	1	0.2	"1.00000"
"GO:1901379"	"regulation of potassium ion transmembran..."	56	1	0.43	"1.00000"
"GO:0010565"	"regulation of cellular ketone metabolic ..."	147	4	1.13	"1.00000"
"GO:0001501"	"skeletal system development"	322	7	2.47	"1.00000"
"GO:0006873"	"cellular ion homeostasis"	385	5	2.95	"1.00000"
"GO:0001503"	"ossification"	280	5	2.15	"1.00000"
"GO:0006875"	"cellular metal ion homeostasis"	318	4	2.44	"1.00000"
"GO:0007033"	"vacuole organization"	155	2	1.19	"1.00000"
"GO:0099177"	"regulation of trans-synaptic signaling"	339	5	2.6	"1.00000"
"GO:0001505"	"regulation of neurotransmitter levels"	167	2	1.28	"1.00000"
"GO:0032970"	"regulation of actin filament-based proce..."	307	6	2.36	"1.00000"
"GO:0002682"	"regulation of immune system process"	875	7	6.71	"1.00000"
"GO:0001508"	"action potential"	87	1	0.67	"1.00000"
"GO:0002683"	"negative regulation of immune system pro..."	250	1	1.92	"1.00000"
"GO:0002684"	"positive regulation of immune system pro..."	558	5	4.28	"1.00000"
"GO:0002685"	"regulation of leukocyte migration"	117	2	0.9	"1.00000"
"GO:0043954"	"cellular component maintenance"	47	1	0.36	"1.00000"
"GO:0033135"	"regulation of peptidyl-serine phosphoryl..."	94	1	0.72	"1.00000"
"GO:0002687"	"positive regulation of leukocyte migrati..."	76	2	0.58	"1.00000"
"GO:0006820"	"anion transport"	400	7	3.07	"1.00000"
"GO:0071900"	"regulation of protein serine/threonine k..."	392	5	3.01	"1.00000"
"GO:0002688"	"regulation of leukocyte chemotaxis"	69	1	0.53	"1.00000"
"GO:0071901"	"negative regulation of protein serine/th..."	110	1	0.84	"1.00000"
"GO:0071902"	"positive regulation of protein serine/th..."	252	4	1.93	"1.00000"
"GO:0006066"	"alcohol metabolic process"	267	4	2.05	"1.00000"
